id,name,market,close,change,turnover,high,low
0050,元大台灣50,TWSE,72,-0.9,7742810789,72.25,71.75
0051,元大中型100,TWSE,105.3,-2.1,10045078,107.35,105
0052,富邦科技,TWSE,42.86,-0.57,1775538694,43.02,42.76
0053,元大電子,TWSE,158.8,-2.6,2714590,160.05,158.25
0055,元大MSCI金融,TWSE,32.4,0.11,5638090,32.46,32.09
0056,元大高股息,TWSE,37.55,-0.29,1419750687,37.79,37.5
0057,富邦摩台,TWSE,213.25,-3.2,2800160,214.2,213.25
0061,元大寶滬深,TWSE,23.4,0.02,4929415,23.6,23.38
1101,台泥,TWSE,25.7,-0.1,713014802,26.1,25.65
1102,亞泥,TWSE,35.35,0.35,211231910,35.5,35
1103,嘉泥,TWSE,13.9,-0.15,5896749,14,13.9
1104,環泥,TWSE,29.8,-0.05,6013994,29.9,29.65
1108,幸福,TWSE,15.1,0,1702283,15.15,15.05
1109,信大,TWSE,15.45,0.05,861706,15.5,15.4
1110,東泥,TWSE,16.25,-0.1,2093970,16.55,16.15
1201,味全,TWSE,14.55,0.15,3706833,14.6,14.45
1203,味王,TWSE,39.5,-0.35,349927,39.7,39.45
1210,大成,TWSE,51.3,0.3,75924891,51.6,51
1213,大飲,TWSE,10.05,0,88760,10.1,9.8
1215,卜蜂,TWSE,149,-0.5,57448937,150.5,148.5
1216,統一,TWSE,73.3,1.2,605133961,73.6,72.2
1217,愛之味,TWSE,10.5,0,2853342,10.6,10.5
1218,泰山,TWSE,18.3,0.1,8793306,18.35,18.1
1219,福壽,TWSE,13.55,0.05,1923282,13.6,13.5
1220,台榮,TWSE,12.8,-0.05,893727,13,12.8
1225,福懋油,TWSE,28.35,-0.4,5017215,28.95,28.05
1227,佳格,TWSE,29,0.25,18605772,29.15,28.7
1229,聯華,TWSE,45.45,0.35,47485288,45.75,45.15
1231,聯華食,TWSE,94.4,0.3,26601052,95.5,94.1
1232,大統益,TWSE,146.5,-0.5,8968032,147.5,146
1233,天仁,TWSE,32.2,0.05,1736075,32.2,32.05
