id,name,market,close,change,turnover,high,low
0050,元大台灣50,TWSE,76,-1.8,10821638440,76.8,75.95
0051,元大中型100,TWSE,113.3,-0.45,6772262,114.05,112.6
0052,富邦科技,TWSE,45.54,-0.91,1816369912,45.87,45.5
0053,元大電子,TWSE,171.7,-2.15,2355283,172.55,171.55
0055,元大MSCI金融,TWSE,32.21,-0.5,6690922,32.6,32.2
0056,元大高股息,TWSE,38.88,-0.54,1899280834,39.2,38.86
0057,富邦摩台,TWSE,224.7,-5.55,10296517,227.15,224.7
0061,元大寶滬深,TWSE,23.44,-0.2,10555557,23.63,23.44
1101,台泥,TWSE,23.9,-0.65,886263460,24.55,23.85
1102,亞泥,TWSE,34.1,-0.4,323295711,34.4,34
1103,嘉泥,TWSE,13.55,-0.1,1938577,13.7,13.5
1104,環泥,TWSE,29.2,-0.2,12198073,29.45,29.15
1108,幸福,TWSE,14.9,-0.1,8784694,15,14.8
1109,信大,TWSE,15.35,-0.1,4608074,15.45,15.3
1110,東泥,TWSE,15.6,-0.1,1535237,15.75,15.5
1201,味全,TWSE,13.75,-0.05,14188692,13.8,13.6
1203,味王,TWSE,38.75,-0.2,789192,38.9,38.75
1210,大成,TWSE,53.1,-0.4,140458229,53.6,52.8
1213,大飲,TWSE,9.77,-0.03,239720,9.9,9.43
1215,卜蜂,TWSE,149,-3,154884389,151,147.5
1216,統一,TWSE,70.4,-1,785256789,71.2,70.3
1217,愛之味,TWSE,10.2,-0.05,7722045,10.25,10.15
1218,泰山,TWSE,19.1,-0.15,15735926,19.3,19.05
1219,福壽,TWSE,13.55,0,3783621,13.65,13.5
1220,台榮,TWSE,12.65,-0.1,3002585,12.8,12.65
1225,福懋油,TWSE,31.05,-0.15,3540678,31.55,31.05
1227,佳格,TWSE,30,-0.25,18167920,30.25,29.9
1229,聯華,TWSE,44.6,-0.55,92395135,45.25,44.6
1231,聯華食,TWSE,91,0.5,24299835,91.4,89.3
1232,大統益,TWSE,149.5,-1.5,9235188,151,149.5
1233,天仁,TWSE,30.1,-0.4,371280,30.5,30.1
1234,黑松,TWSE,36,-0.45,7558504,36.3,36
1235,興泰,TWSE,36.15,-0.45,1228826,37.6,35.95
1236,宏亞,TWSE,27.2,-0.1,1043214,27.2,26.25
1256,鮮活果汁-KY,TWSE,156,0,4003919,156.5,155
1301,台塑,TWSE,48.6,1.3,3267577730,50.5,46.9
1303,南亞,TWSE,84.2,-2,4425713657,87.2,83.5
1304,台聚,TWSE,14.15,1.25,447554093,14.15,13.1
1305,華夏,TWSE,15.45,1.4,381102144,15.45,14.5
1307,三芳,TWSE,34.8,0.8,64201924,35.3,33.9
1308,亞聚,TWSE,16.05,1.45,245729044,16.05,14.8
1309,台達化,TWSE,17.15,1.55,276132876,17.15,16.2
1310,台苯,TWSE,11.85,0.45,276035626,12.15,11.55
1312,國喬,TWSE,14.4,0.6,591637802,14.8,13.8
1313,聯成,TWSE,13.1,0.25,310421041,13.6,12.9
1314,中石化,TWSE,8.65,0.12,790878136,8.88,8.62
1315,達新,TWSE,63.9,-0.5,2004207,64.5,63.9
1316,上曜,TWSE,12.65,-0.25,23911761,12.95,12.65
1319,東陽,TWSE,82,-1.9,372352437,84,81.5
1321,大洋,TWSE,32.95,-0.3,7822855,33.4,32.7
1323,永裕,TWSE,19.2,0.1,1180911,19.2,19
1324,地球,TWSE,10.45,0.1,1647616,10.65,10.4
1325,恆大,TWSE,26.7,-0.75,9430243,27.5,26.65
1326,台化,TWSE,46.6,0.65,3348007453,48.5,45.3
1337,再生-KY,TWSE,6.28,0.21,21115152,6.65,6.1
1338,廣華-KY,TWSE,15.55,-0.1,2160615,15.8,15.5
1339,昭輝,TWSE,41.6,-0.3,2185613,41.85,41.35
1340,勝悅-KY,TWSE,7.03,0.05,1341654,7.16,7
1341,富林-KY,TWSE,59.3,0.5,440226,59.3,58.4
1342,八貫,TWSE,86.7,-1.8,27544627,88.1,86.6
1402,遠東新,TWSE,26.7,-0.15,629341624,27.2,26.4
1409,新纖,TWSE,16.7,-0.15,136699818,17,16.5
1410,南染,TWSE,31.7,0.05,325452,31.8,31.55
1413,宏洲,TWSE,9.61,0.02,136391,9.62,9.61
1414,東和,TWSE,18.8,-0.75,5352958,19.7,18.8
1416,廣豐,TWSE,11.65,-0.1,923349,11.75,11.65
1417,嘉裕,TWSE,8.95,0.06,5054779,9,8.8
1418,東華,TWSE,18.45,-0.45,468235,18.55,18.4
1419,新紡,TWSE,61.3,-1.8,4290770,62.2,61.2
1423,利華,TWSE,39.8,-0.2,8400130,40,39.7
1432,大魯閣,TWSE,18.1,0.05,16644524,18.1,17.95
1434,福懋,TWSE,16.75,0,43915427,17.05,16.6
1435,中福,TWSE,18.55,-0.05,364621,20.1,18.5
1436,華友聯,TWSE,54.2,-0.7,11313912,55.2,54.1
1437,勤益控,TWSE,30.7,-0.3,2862466,31,30.6
1438,三地開發,TWSE,29.55,-0.65,785618,30.75,29.45
1439,雋揚,TWSE,27.7,-0.75,301395,27.9,27.5
1440,南紡,TWSE,13.4,0.2,29608915,13.5,13.1
1441,大東,TWSE,9.93,-0.04,581343,9.97,9.93
1442,名軒,TWSE,27.05,0.15,13032012,27.35,26.45
1443,立益物流,TWSE,24.35,-0.2,128927,24.5,24.35
1444,力麗,TWSE,6.48,0,10852702,6.53,6.34
1445,大宇,TWSE,12.85,-0.05,761210,12.9,12.85
1446,宏和,TWSE,17.25,0.15,8048474,17.4,17.05
1447,力鵬,TWSE,5.61,0.01,7592370,5.66,5.44
1449,佳和,TWSE,13.05,1.15,105153253,13.05,12.4
1451,年興,TWSE,18,-0.1,2023220,18.15,18
1452,宏益,TWSE,11.2,-0.05,661176,11.4,11.2
1453,大將,TWSE,12.3,0.1,1024377,12.6,12.25
1454,台富,TWSE,12.8,-0.15,591764,12.95,12.8
1455,集盛,TWSE,9.42,0,11134989,9.5,9.21
1456,怡華,TWSE,13.15,-0.3,769262,13.35,13.1
1457,宜進,TWSE,16.1,-0.25,2256035,16.25,16.05
1459,聯發,TWSE,11.7,-0.1,1488556,11.75,11.65
1460,宏遠,TWSE,6.92,-0.14,5120857,7.05,6.9
1463,強盛新,TWSE,17.6,-0.25,1204796,17.8,17.6
1464,得力,TWSE,10.6,-0.15,5937684,10.75,10.55
1465,偉全,TWSE,12.15,-0.05,708255,12.25,12.1
1466,聚隆,TWSE,17.8,-0.45,5530921,18.3,17.6
1467,南緯,TWSE,7.09,-0.1,1734972,7.12,7.07
1468,昶和,TWSE,12.15,-0.25,950100,12.2,11.85
1470,大統新創,TWSE,22.75,0.6,89085,22.75,22
1471,首利,TWSE,12.7,-0.3,12158977,13,12.55
1472,三洋實業,TWSE,96.7,0.8,26073051,99.1,96.3
1473,台南,TWSE,23.5,-0.6,1398996,24.1,23.5
1474,弘裕,TWSE,10,-0.05,684676,10.15,10
1475,業旺,TWSE,28.85,-0.45,269171,28.9,28.8
1476,儒鴻,TWSE,372.5,-19.5,829759627,391.5,372
1477,聚陽,TWSE,293,-4,576094745,294.5,287
1503,士電,TWSE,203,-5.5,417375093,207.5,202
1504,東元,TWSE,68.3,-2.8,688503374,70.5,68.3
1506,正道,TWSE,11.45,0.05,908241,11.45,11.35
1512,瑞利,TWSE,7.66,0.31,1444954,7.87,7.32
1513,中興電,TWSE,159.5,-2.5,389391939,161.5,158.5
1514,亞力,TWSE,117.5,-2,294579176,119,116
1515,力山,TWSE,24.65,-0.65,6444556,25.25,24.65
1516,川飛,TWSE,22.3,-0.25,1963415,22.5,21.9
1517,利奇,TWSE,11.35,-0.2,1808355,11.55,11.35
1519,華城,TWSE,922,-7,1572071452,928,907
1521,大億,TWSE,25.25,-0.2,315379,25.5,25
1522,堤維西,TWSE,33.85,-0.4,36223270,34.55,33.8
1524,耿鼎,TWSE,28.8,-0.2,17712375,29,28.8
1525,江申,TWSE,61.3,-0.2,1473313,62,60.5
1526,日馳,TWSE,17.65,-0.15,974344,18.2,17.55
1527,鑽全,TWSE,32.5,0.05,14791947,32.7,32.3
1528,恩德,TWSE,23.1,-0.65,169100981,24.4,23.1
1529,樂事綠能,TWSE,27.65,-0.4,60343215,28.55,27.55
1530,亞崴,TWSE,26.3,-0.3,1106286,26.6,26.3
1531,高林股,TWSE,12.95,0.1,2204106,13,12.8
1532,勤美,TWSE,22.6,-0.45,27183972,23,22.55
1533,車王電,TWSE,31,-0.2,1816516,31.85,30.85
1535,中宇,TWSE,52.7,-0.2,4380302,53,52.4
1536,和大,TWSE,51.2,-1.8,121143893,52.5,51.1
1537,廣隆,TWSE,124,-0.5,5299950,125,124
1538,正峰,TWSE,17,-0.2,159504,17,16.8
1539,巨庭,TWSE,17.1,-0.05,744220,17.2,17.05
1540,喬福,TWSE,22.1,-0.4,5079569,22.45,22.05
1541,錩泰,TWSE,25.25,-0.4,922989,26,25.15
1558,伸興,TWSE,93.8,-0.9,1952305,93.8,93.5
1560,中砂,TWSE,467,-18.5,1560267199,478.5,463.5
1563,巧新,TWSE,40.35,-0.5,19705157,40.85,40.3
1568,倉佑,TWSE,22.45,-0.15,2216194,22.8,22.45
1582,信錦,TWSE,92.7,-1.3,533490841,95.6,92.4
1583,程泰,TWSE,43.65,-0.05,719493,44.4,43.65
1587,吉茂,TWSE,35.5,-1.6,27847802,36.9,35.35
1589,永冠-KY,TWSE,8.4,-0.24,12457518,8.99,8.4
1590,亞德客-KY,TWSE,978,-47,592509811,1010,977
