id,name,market,close,change,turnover,high,low
0050,元大台灣50,TWSE,48.35,-0.22,2541114698,48.51,48.21
0051,元大中型100,TWSE,74.35,-0.5,4764027,74.8,74.1
0052,富邦科技,TWSE,187.55,-1.4,88481461,188.2,187.15
0053,元大電子,TWSE,103,-0.05,911118,103,102.25
0055,元大MSCI金融,TWSE,29.2,-0.1,5071259,29.38,29.15
0056,元大高股息,TWSE,34.65,-0.18,1800709655,34.81,34.59
0057,富邦摩台,TWSE,143.05,-0.7,52332943,143.4,142.55
0061,元大寶滬深,TWSE,17.97,0.15,7427694,17.98,17.82
1101,台泥,TWSE,24.35,-0.5,674623340,25.05,24.2
1102,亞泥,TWSE,41.55,-0.7,607527863,42.4,41.55
1103,嘉泥,TWSE,14.45,-0.2,4727829,14.7,14.35
1104,環泥,TWSE,27.5,-0.4,8058865,27.85,27.4
1108,幸福,TWSE,14.8,-0.05,673002,14.95,14.75
1109,信大,TWSE,16.8,-0.1,641651,16.95,16.8
1110,東泥,TWSE,18.85,-0.7,6907898,19.5,18.8
1201,味全,TWSE,16.25,-0.05,3093189,16.35,16.1
1203,味王,TWSE,40.9,-0.25,373290,41.05,40.15
1210,大成,TWSE,63.6,-1.6,143716422,65.6,63.3
1213,大飲,TWSE,12.9,0.05,37939,12.9,12.5
1215,卜蜂,TWSE,127,0.5,98673852,127.5,125
1216,統一,TWSE,83.8,1.1,959924294,84,82.8
1217,愛之味,TWSE,10.55,0,2584056,10.6,10.5
1218,泰山,TWSE,19.65,0.1,15556729,19.8,19.4
1219,福壽,TWSE,14.55,0.1,2569279,14.65,14.4
1220,台榮,TWSE,13.95,-0.05,965454,13.95,13.8
1225,福懋油,TWSE,29.65,-0.85,11439969,30.65,29.4
1227,佳格,TWSE,32.75,-0.6,15478450,33.4,32.65
1229,聯華,TWSE,45.2,-0.6,76281807,45.95,45.2
1231,聯華食,TWSE,139,-2,29008060,141.5,138.5
1232,大統益,TWSE,151.5,-0.5,5821740,153,151
1233,天仁,TWSE,31.15,-0.45,281583,31.25,31.05
1234,黑松,TWSE,40.1,-0.2,3731988,40.3,40
1235,興泰,TWSE,67.7,2,374954,67.8,66
1236,宏亞,TWSE,21.9,-0.15,57043,21.9,21.9
1256,鮮活果汁-KY,TWSE,116.5,-2.5,863408,118,116.5
1301,台塑,TWSE,34.6,-0.6,290820859,35.7,34.55
1303,南亞,TWSE,28.05,-0.4,324176786,28.75,27.85
1304,台聚,TWSE,9.31,-0.21,13219364,9.51,9.28
1305,華夏,TWSE,9.8,-0.13,7267282,10.1,9.78
1307,三芳,TWSE,36.5,-1.8,152736237,37.9,36.5
1308,亞聚,TWSE,11.3,-0.2,10105102,11.45,11.2
1309,台達化,TWSE,10.05,-0.1,3165651,10.25,9.98
1310,台苯,TWSE,7.73,-0.17,4525273,7.85,7.73
1312,國喬,TWSE,9.19,-0.16,19870581,9.37,9.14
1313,聯成,TWSE,7.95,-0.09,8347162,8.07,7.91
1314,中石化,TWSE,6.72,-0.01,27297793,6.76,6.66
1315,達新,TWSE,66.2,0,209419,66.2,66.2
1316,上曜,TWSE,13.35,-0.2,26441224,13.6,13.35
1319,東陽,TWSE,93.7,-3.7,405569343,96.9,93.6
1321,大洋,TWSE,35.85,-0.2,7201225,36,35.45
1323,永裕,TWSE,19.9,0.05,398437,19.9,19.7
1324,地球,TWSE,10.55,-0.3,3018784,10.8,10.25
1325,恆大,TWSE,28.85,0,19648678,29.45,28.3
1326,台化,TWSE,23.2,-0.6,156805157,24,23.1
1337,再生-KY,TWSE,5.35,-0.01,245095,5.36,5.28
1338,廣華-KY,TWSE,23.75,-0.15,1075262,23.9,23.5
1339,昭輝,TWSE,48.75,-0.1,1466222,48.85,48.2
1340,勝悅-KY,TWSE,6.35,-0.08,248254,6.41,6.34
1341,富林-KY,TWSE,66.7,-0.2,467300,66.7,66.7
1342,八貫,TWSE,82.3,-1.4,23536699,83.7,81.9
1402,遠東新,TWSE,32.55,-0.8,503158180,33.55,32.45
1409,新纖,TWSE,12.25,-0.15,12294147,12.4,12.2
1410,南染,TWSE,35.2,0.15,298345,35.7,35.05
1413,宏洲,TWSE,12,0.2,214430,12,11.85
1414,東和,TWSE,18,-0.55,10840243,18.6,17.75
1416,廣豐,TWSE,11.75,-0.25,1898287,11.85,11.7
1417,嘉裕,TWSE,8,0.03,477965,8.1,7.86
1418,東華,TWSE,20.2,-0.2,462572,20.25,19.95
