id,name,market,close,change,turnover,high,low
0050,元大台灣50,TWSE,56,0.55,3303299908,56,55.7
0051,元大中型100,TWSE,85.2,0.5,46179184,86,84.55
0052,富邦科技,TWSE,220.5,2.05,118315165,220.5,219.7
0053,元大電子,TWSE,121.9,0.4,1873965,122.65,121.8
0055,元大MSCI金融,TWSE,30.64,0.13,5244491,30.68,30.56
0056,元大高股息,TWSE,36.18,0.21,1615266990,36.32,36.09
0057,富邦摩台,TWSE,165.5,2.15,2321690,165.5,165.15
0061,元大寶滬深,TWSE,21.54,0.07,11722420,21.66,21.47
1101,台泥,TWSE,22.35,0.05,621577915,22.55,22.2
1102,亞泥,TWSE,36.55,0.45,244137330,36.65,36.3
1103,嘉泥,TWSE,13.3,0.05,3336461,13.3,13.05
1104,環泥,TWSE,31,0.35,317085824,31.6,30.5
1108,幸福,TWSE,15.1,0.1,1523972,15.15,15
1109,信大,TWSE,15.8,-0.1,2568504,15.9,15.8
1110,東泥,TWSE,17.75,0.3,2365063,17.85,17.45
1201,味全,TWSE,15.5,-0.1,3581379,15.6,15.5
1203,味王,TWSE,39.55,-0.05,377781,39.95,39.55
1210,大成,TWSE,53.1,0,80225234,53.3,53
1213,大飲,TWSE,12.35,-0.3,78650,12.55,12.35
1215,卜蜂,TWSE,136.5,0,81824260,137.5,135
1216,統一,TWSE,79.3,0.4,458893210,79.5,78.8
1217,愛之味,TWSE,10.75,-0.1,7437408,10.95,10.75
1218,泰山,TWSE,18.95,-0.15,14032276,19.25,18.9
1219,福壽,TWSE,13.5,0,1741269,13.55,13.4
1220,台榮,TWSE,12.95,-0.05,1867177,13,12.9
1225,福懋油,TWSE,31.35,0.95,15088329,32.4,30.7
1227,佳格,TWSE,30.15,-0.05,9044344,30.4,30.15
1229,聯華,TWSE,48.05,0,43502638,48.6,48
1231,聯華食,TWSE,134,1,17780333,134.5,133
1232,大統益,TWSE,149.5,0,9538323,149.5,148.5
1233,天仁,TWSE,30.7,0.1,341935,30.85,30.7
1234,黑松,TWSE,38.9,-0.1,7347667,39,38.8
1235,興泰,TWSE,61,-0.5,382028,61.9,60.8
1236,宏亞,TWSE,23.35,0,1692615,23.45,23.25
1256,鮮活果汁-KY,TWSE,175,-7,152444367,199.5,169
1301,台塑,TWSE,37.7,0.25,309711457,37.95,37.45
1303,南亞,TWSE,37.65,0.25,674123717,38.25,37.6
1304,台聚,TWSE,10.1,0,7483857,10.25,10.1
1305,華夏,TWSE,11.35,0,4440672,11.6,11.35
1307,三芳,TWSE,29.8,0.4,16508945,29.85,29.55
1308,亞聚,TWSE,11.55,0.05,4948587,11.7,11.55
1309,台達化,TWSE,10.75,0.1,4459410,10.85,10.75
1310,台苯,TWSE,8.78,0.08,3665254,8.83,8.71
1312,國喬,TWSE,9.46,0.06,19793886,9.58,9.41
1313,聯成,TWSE,9.66,0.08,10618516,9.82,9.61
