id,name,market,close,change,turnover
0050,元大台灣50,TWSE,63.35,-0.7,6442627838
0051,元大中型100,TWSE,90.4,-0.2,4568415
0052,富邦科技,TWSE,36.55,-0.47,3050291577
0053,元大電子,TWSE,136.8,-1.75,2190036
0055,元大MSCI金融,TWSE,30.45,0.12,9813192
0056,元大高股息,TWSE,36.33,-0.26,1269009021
0057,富邦摩台,TWSE,185.1,-2.85,3874019
0061,元大寶滬深,TWSE,22.5,0.11,12220991
1101,台泥,TWSE,22.35,-0.3,529760263
1102,亞泥,TWSE,38.2,-0.5,192237334
1103,嘉泥,TWSE,14,0,2600018
1104,環泥,TWSE,30.4,-0.8,47039934
1108,幸福,TWSE,14.95,0,1279514
1109,信大,TWSE,15.55,0,458659
1110,東泥,TWSE,16.55,0,3420232
1201,味全,TWSE,14.7,-0.05,4316626
1203,味王,TWSE,39.65,0,236580
1210,大成,TWSE,51.5,-0.1,51710736
1213,大飲,TWSE,9.96,-0.14,185194
1215,卜蜂,TWSE,144,3.5,168736010
1216,統一,TWSE,74.7,-0.3,475475337
1217,愛之味,TWSE,10.45,0,4155960
1218,泰山,TWSE,18.05,0,5064178
1219,福壽,TWSE,13.6,-0.1,1482270
1220,台榮,TWSE,12.5,-0.05,692826
1225,福懋油,TWSE,30.05,-0.15,2390459
1227,佳格,TWSE,30.6,0,11858388
1229,聯華,TWSE,47.05,0.25,62092562
1231,聯華食,TWSE,97.7,-0.1,21440694
1232,大統益,TWSE,145,-1,6861192
1233,天仁,TWSE,31.9,-0.25,1008629
1234,黑松,TWSE,37.95,0,3058059
1235,興泰,TWSE,47.15,-0.55,426540
1236,宏亞,TWSE,25.3,-0.3,2070741
1256,鮮活果汁-KY,TWSE,136.5,1.5,2634915
1301,台塑,TWSE,39.85,0.05,590739432
1303,南亞,TWSE,59.9,-1.5,4426368877
1304,台聚,TWSE,11.7,0.3,32748702
1305,華夏,TWSE,11.3,0.1,11780619
1307,三芳,TWSE,32.1,-0.2,22664853
1308,亞聚,TWSE,13.9,0.2,21921434
1309,台達化,TWSE,11.6,0.2,8397082
1310,台苯,TWSE,8.85,0.01,4924330
1312,國喬,TWSE,11.75,0.2,41994450
1313,聯成,TWSE,10.85,0.25,21031488
1314,中石化,TWSE,7.81,0.09,84593487
1315,達新,TWSE,64.3,-0.2,3529741
1316,上曜,TWSE,15.5,0.4,62524311
1319,東陽,TWSE,87.9,-2.3,533751333
1321,大洋,TWSE,35.2,0,6885995
1323,永裕,TWSE,19.5,0,508141
1324,地球,TWSE,10.45,-0.05,399294
1325,恆大,TWSE,31.5,-0.3,8236331
1326,台化,TWSE,31.7,-0.5,363654952
1337,再生-KY,TWSE,4.87,0.03,1749986
1338,廣華-KY,TWSE,20.35,0,244996
1339,昭輝,TWSE,44.2,-0.1,906166
1340,勝悅-KY,TWSE,7.2,-0.16,1391194
1341,富林-KY,TWSE,57.9,0.1,231813
1342,八貫,TWSE,86.7,-0.3,13380088
1402,遠東新,TWSE,28.15,-0.1,119013682
1409,新纖,TWSE,14.75,0.05,37951894
1410,南染,TWSE,34.45,-0.15,113892
1413,宏洲,TWSE,10.05,-0.05,33378
1414,東和,TWSE,17.2,-0.1,2489271
1416,廣豐,TWSE,11.65,0,1500116
1417,嘉裕,TWSE,8.96,-0.04,1097640
1418,東華,TWSE,19.9,0,306113
1419,新紡,TWSE,70.6,1,23471294
1423,利華,TWSE,38.45,-0.05,1574294
1432,大魯閣,TWSE,18.45,-0.2,3977323
1434,福懋,TWSE,16,-0.1,13842177
1435,中福,TWSE,26.4,2.4,2398935
1436,華友聯,TWSE,63,-0.7,7322261
1437,勤益控,TWSE,34.6,0.35,7647415
1438,三地開發,TWSE,33.7,0.3,345905
1439,雋揚,TWSE,27.05,-0.05,599821
1440,南紡,TWSE,13.65,-0.7,49036291
1441,大東,TWSE,10.55,0,67842
1442,名軒,TWSE,32.25,-0.25,16850850
1443,立益物流,TWSE,26.8,-0.2,54654
1444,力麗,TWSE,6.04,-0.05,2774854
1445,大宇,TWSE,13.85,0.35,2942665
1446,宏和,TWSE,18,-0.05,2381797
1447,力鵬,TWSE,5.64,0.04,1562700
1449,佳和,TWSE,10.65,0.45,36223209
1451,年興,TWSE,17.3,0,1696451
1452,宏益,TWSE,11.95,0.1,1522628
1453,大將,TWSE,12.15,0.05,2473928
1454,台富,TWSE,13.75,0,25566
1455,集盛,TWSE,7.66,-0.04,2499385
1456,怡華,TWSE,13.1,0,462304
1457,宜進,TWSE,15.95,0.05,869684
1459,聯發,TWSE,11.75,0,1102858
1460,宏遠,TWSE,6.19,0.01,2663223
1463,強盛新,TWSE,19.45,-0.05,1625109
1464,得力,TWSE,11.2,-0.05,5295708
1465,偉全,TWSE,13,0.05,363108
1466,聚隆,TWSE,14.1,-0.05,1240128
1467,南緯,TWSE,7.04,0.08,2689428
1468,昶和,TWSE,11.95,-0.1,418854
1471,首利,TWSE,8.44,-0.29,2448287
1472,三洋實業,TWSE,90.2,-0.3,4175102
1473,台南,TWSE,24.2,0.25,1438517
1474,弘裕,TWSE,11.1,-0.15,1263889
1475,業旺,TWSE,31.6,-0.75,3288539
1476,儒鴻,TWSE,389,-4,348733175
1477,聚陽,TWSE,294.5,-2,291508850
1503,士電,TWSE,170.5,-1,179314202
1504,東元,TWSE,85,-0.8,1185643735
1506,正道,TWSE,11.75,0.05,502207
1512,瑞利,TWSE,7.66,0.18,500327
1513,中興電,TWSE,149.5,-1,325330100
1514,亞力,TWSE,98.7,0.5,206581105
1515,力山,TWSE,28.8,-0.55,15822696
1516,川飛,TWSE,20.15,0.15,2558567
1517,利奇,TWSE,11.2,0.05,2145713
1519,華城,TWSE,761,-18,5604193383
1521,大億,TWSE,24.1,-0.15,297719
1522,堤維西,TWSE,46.5,-0.35,101420959
1524,耿鼎,TWSE,28,-0.5,31832114
1525,江申,TWSE,64.5,-0.1,1553729
1526,日馳,TWSE,17.1,0,242728
1527,鑽全,TWSE,33.45,-0.55,10609918
1528,恩德,TWSE,15.6,-0.75,113660028
1529,樂事綠能,TWSE,18.6,-0.5,13168535
1530,亞崴,TWSE,26.8,0,242722
1531,高林股,TWSE,11.95,0.1,560716
1532,勤美,TWSE,26.95,-0.1,9052100
1533,車王電,TWSE,32.25,0.75,5634722
1535,中宇,TWSE,53.1,-0.1,1661367
1536,和大,TWSE,58.5,0.2,55780152
1537,廣隆,TWSE,125,0,6141889
1538,正峰,TWSE,27.25,0,246204
1539,巨庭,TWSE,17.05,-0.1,210641
1540,喬福,TWSE,23.3,0.55,43481929
1541,錩泰,TWSE,23.75,0,191170
1558,伸興,TWSE,100,1.5,4441900
1560,中砂,TWSE,358.5,3.5,2083436865
1563,巧新,TWSE,40.3,0.2,8948885
1568,倉佑,TWSE,21.9,-0.05,1256785
1582,信錦,TWSE,66,-0.1,20468137
1583,程泰,TWSE,46.75,0.75,1174801
1587,吉茂,TWSE,43.8,0.95,43034737
1589,永冠-KY,TWSE,17.25,-0.2,6386309
1590,亞德客-KY,TWSE,917,13,604990353
1597,直得,TWSE,72.7,0.6,19633282
1598,岱宇,TWSE,21,-0.6,15622208
1603,華電,TWSE,38.15,0.3,22054696
1604,聲寶,TWSE,24.55,-0.05,7698547
1605,華新,TWSE,29.5,-0.4,1034137417
1608,華榮,TWSE,36.95,0.05,336060653
1609,大亞,TWSE,38.15,0.15,93303847
1611,中電,TWSE,12.15,0,5025514
1612,宏泰,TWSE,34.3,0.1,23059010
1614,三洋電,TWSE,34.3,0,968561
1615,大山,TWSE,49.3,-0.05,2506935
1616,億泰,TWSE,27.9,-0.1,27323472
1617,榮星,TWSE,14.3,0.05,912658
1618,合機,TWSE,42.15,0.05,11156756
1626,艾美特-KY,TWSE,11.8,-0.05,259261
1702,南僑,TWSE,37.75,0.55,12135586
1707,葡萄王,TWSE,127,0,7373996
1708,東鹼,TWSE,32.85,0.3,27532552
1709,和益,TWSE,16.7,0.05,6275059
1710,東聯,TWSE,12.2,0.05,9223905
1711,永光,TWSE,18.05,0.1,34939962
1712,興農,TWSE,43.35,0.2,14220503
1713,國化,TWSE,42.85,0.1,1864891
1714,和桐,TWSE,8.37,0.2,20582063
1717,長興,TWSE,41.15,0.95,643999576
1718,中纖,TWSE,6.9,0.06,13413550
1720,生達,TWSE,60.9,-0.6,26708163
1721,三晃,TWSE,11.25,0.25,5539518
1722,台肥,TWSE,47.05,-0.1,64548712
1723,中碳,TWSE,69.3,0.8,38789160
1725,元禎,TWSE,25.75,0,892950
1727,中華化,TWSE,39.2,1.25,330158159
1730,花仙子,TWSE,53.1,0,407591
1731,美吾華,TWSE,21.85,0,914190
1732,毛寶,TWSE,29.3,0.2,918503
1733,五鼎,TWSE,30.75,0.2,2946549
1734,杏輝,TWSE,30.5,0.05,18584513
1735,日勝化,TWSE,14.75,0,117168
1736,喬山,TWSE,160,-3,75021305
1737,臺鹽,TWSE,31.55,-0.05,1921838
1752,南光,TWSE,38,-0.1,1933831
1760,寶齡富錦,TWSE,65.5,-0.4,3483480
1762,中化生,TWSE,24.9,0,775218
1773,勝一,TWSE,138,2,56972834
1776,展宇,TWSE,14.95,0.05,194922
1783,和康生,TWSE,43.3,-0.3,2137346
1786,科妍,TWSE,75.9,-0.5,18550026
1789,神隆,TWSE,17.2,-0.05,5461195
1795,美時,TWSE,283,-5,939888046
1802,台玻,TWSE,37.4,-0.85,5098095457
1805,寶徠,TWSE,11.5,0,770239
1806,冠軍,TWSE,9.01,0,2830133
1808,潤隆,TWSE,31.7,-0.5,65197059
1809,中釉,TWSE,17.45,-0.2,5485271
1810,和成,TWSE,16.8,-0.1,11329026
1817,凱撒衛,TWSE,38.55,0.15,1170512
1903,士紙,TWSE,55.4,0.2,10223902
1904,正隆,TWSE,17.9,0.05,8467194
1905,華紙,TWSE,11.95,0.1,8711251
1906,寶隆,TWSE,12.35,0.05,160543
1907,永豐餘,TWSE,26.35,-0.1,6478278
1909,榮成,TWSE,10.7,0.05,12836170
2002,中鋼,TWSE,18.35,0.05,408313140
2006,東和鋼鐵,TWSE,70.8,0.5,78745783
2007,燁興,TWSE,7.22,0,697597
2008,高興昌,TWSE,29.55,-0.4,118841
2009,第一銅,TWSE,43.4,-0.5,237181400
2010,春源,TWSE,20.45,0.05,13709843
2012,春雨,TWSE,14.9,0,398268
2013,中鋼構,TWSE,41.85,-0.15,2877842
2014,中鴻,TWSE,14.7,-0.15,31414790
2015,豐興,TWSE,63.3,0.2,8157715
2017,官田鋼,TWSE,8.34,-0.03,1576261
2020,美亞,TWSE,23,0.05,3070717
2022,聚亨,TWSE,8.21,-0.01,3050717
2023,燁輝,TWSE,15,0,13658312
2024,志聯,TWSE,15.6,0,47369
2025,千興,TWSE,9.55,-0.01,350487
2027,大成鋼,TWSE,36.85,0.3,311818797
2028,威致,TWSE,16.2,0,914042
2029,盛餘,TWSE,20.45,0,2257101
2030,彰源,TWSE,13.65,0,1757005
2031,新光鋼,TWSE,37.45,-0.1,11352472
2032,新鋼,TWSE,14.1,-0.15,1320945
2033,佳大,TWSE,15.65,0,722215
2034,允強,TWSE,19.8,0.05,10918867
2038,海光,TWSE,13.95,0.1,1281917
2049,上銀,TWSE,200,0,527097451
2059,川湖,TWSE,3825,210,6138698815
2062,橋椿,TWSE,21.2,0.15,3014436
2069,運錩,TWSE,16.45,-0.05,2094146
2101,南港,TWSE,38.45,0.3,48831396
2102,泰豐,TWSE,20.15,0.15,6400998
2103,台橡,TWSE,16,0.2,23235898
2104,國際中橡,TWSE,11.7,0.4,53276626
2105,正新,TWSE,30.8,0,155398026
