id,name,market,close,change,turnover,high,low
0050,元大台灣50,TWSE,78.2,3,11785499671,78.5,76.1
0051,元大中型100,TWSE,108.5,3.7,6319889,108.5,106.95
0052,富邦科技,TWSE,46.46,1.9,2379233059,46.66,45.22
0053,元大電子,TWSE,173.45,7.6,7445418,174,168.2
0055,元大MSCI金融,TWSE,32.51,0.39,12510714,32.77,32.32
0056,元大高股息,TWSE,38.64,0.76,1734485615,38.71,38.25
0057,富邦摩台,TWSE,231.65,9.85,9084230,232,225.45
0061,元大寶滬深,TWSE,23.89,0.29,7144897,24.01,23.69
1101,台泥,TWSE,25,0.75,536723849,25.1,24.35
1102,亞泥,TWSE,34,-0.15,304913488,34.35,33.9
1103,嘉泥,TWSE,13.65,0.3,5416079,13.65,13.4
1104,環泥,TWSE,29.6,0.85,36516775,30.2,29.35
1108,幸福,TWSE,15.15,0.25,3227361,15.15,15
1109,信大,TWSE,15.35,0.05,2032194,15.4,15.2
1110,東泥,TWSE,15.85,0.05,2353337,16.05,15.8
1201,味全,TWSE,14.1,0.1,3980503,14.2,14.05
1203,味王,TWSE,39.15,0.4,695283,39.5,38.75
1210,大成,TWSE,51.7,0.3,109642310,52.1,51.5
1215,卜蜂,TWSE,154.5,-2,172182143,157.5,152.5
1216,統一,TWSE,70.2,0,422213953,70.8,70.2
1217,愛之味,TWSE,10.3,0,5278292,10.35,10.25
1218,泰山,TWSE,18.45,0.25,26758282,18.55,18.2
1219,福壽,TWSE,13.5,-0.15,4073160,13.75,13.45
1220,台榮,TWSE,12.95,-0.05,2019364,13.2,12.95
1225,福懋油,TWSE,31.75,-0.3,16125442,32.85,31.55
1227,佳格,TWSE,29.4,-0.15,26764718,29.75,29.3
1229,聯華,TWSE,43.75,-0.35,215255598,44.55,43.25
1231,聯華食,TWSE,88.4,4.9,87767561,89.4,86.4
1232,大統益,TWSE,150.5,0,7284018,151,150
1233,天仁,TWSE,32.7,0.5,47178,32.7,32.7
1234,黑松,TWSE,36.65,0.3,2796974,36.9,36.45
1235,興泰,TWSE,38.6,0.5,346503,38.6,38.55
1236,宏亞,TWSE,28.15,0.15,3870487,28.45,27.95
1256,鮮活果汁-KY,TWSE,171,7,19008462,171.5,167
1301,台塑,TWSE,47.15,0.65,1056255697,47.3,46
1303,南亞,TWSE,82.4,4.7,8692831582,83.3,78.6
1304,台聚,TWSE,12.45,-0.3,164507405,12.75,12.1
1305,華夏,TWSE,12.75,-0.1,93683859,12.85,12.25
1307,三芳,TWSE,33.2,-0.55,75248028,33.35,32.65
1308,亞聚,TWSE,14.2,-0.35,96374499,14.5,13.9
1309,台達化,TWSE,13.75,-0.25,126826750,13.85,13.15
1310,台苯,TWSE,11.3,0.2,153007985,11.5,10.65
1312,國喬,TWSE,13.5,-0.05,207265675,13.6,13
1313,聯成,TWSE,12.3,-0.15,132040612,12.4,12
1314,中石化,TWSE,8.49,-0.47,864043308,8.9,8.3
1315,達新,TWSE,64.4,-0.1,1016561,64.6,64.4
1316,上曜,TWSE,13.05,0.2,14452703,13.2,13
1319,東陽,TWSE,89.3,1.7,216464911,90,87.6
1321,大洋,TWSE,33.55,-0.15,3461522,33.75,33.35
1323,永裕,TWSE,18.65,0.05,1550601,18.65,18.55
1324,地球,TWSE,10.45,0,521182,10.55,10.4
1325,恆大,TWSE,27.55,0.35,3836788,27.55,27.2
1326,台化,TWSE,44,-0.25,1464161061,44.4,42.95
1337,再生-KY,TWSE,5.76,0.05,6929533,5.88,5.65
1338,廣華-KY,TWSE,15.55,-0.2,5710947,15.85,15.4
1339,昭輝,TWSE,41.55,0.1,2407332,41.9,41.15
1340,勝悅-KY,TWSE,7.14,-0.1,815249,7.25,7.14
1341,富林-KY,TWSE,58,-2,945256,60.2,58
1342,八貫,TWSE,95.9,1,98337563,96.2,94.2
1402,遠東新,TWSE,28.45,-0.15,228333956,28.85,28.45
1409,新纖,TWSE,15.2,0.15,46678335,15.2,15
1410,南染,TWSE,32.8,1.1,2135869,32.95,31.85
1413,宏洲,TWSE,9.73,-0.16,2200763,9.73,9.44
1414,東和,TWSE,20.7,0.2,8484901,21.9,20.45
1416,廣豐,TWSE,11.6,0.2,3211965,11.7,11.5
1417,嘉裕,TWSE,8.62,0.03,1437072,8.72,8.62
1418,東華,TWSE,19,0.35,230139,19.2,18.35
1419,新紡,TWSE,63.8,0.4,5040922,64.5,63.6
1423,利華,TWSE,41.15,2.35,15548096,41.9,39
1432,大魯閣,TWSE,17.3,0.5,8741940,17.4,16.75
1434,福懋,TWSE,16.75,0.05,25868461,16.85,16.65
1435,中福,TWSE,20.1,0.5,68189,21.1,20.1
1436,華友聯,TWSE,53.9,0.7,16264193,54.1,52.9
1437,勤益控,TWSE,31.45,0.6,2010308,31.55,31.35
1438,三地開發,TWSE,30.2,0.2,940284,30.75,29.2
1439,雋揚,TWSE,27.45,0.4,653483,27.45,27.05
1440,南紡,TWSE,12.7,-0.1,13028439,12.85,12.65
1441,大東,TWSE,10,0,83607,10,9.94
1442,名軒,TWSE,26.05,-0.5,21007302,26.55,25.8
1443,立益物流,TWSE,25.05,0.1,726752,25.1,24.75
1444,力麗,TWSE,6.13,0.1,4506238,6.15,6.05
1445,大宇,TWSE,13.5,0.2,966431,13.9,13.5
1446,宏和,TWSE,16.1,1.1,7123132,16.25,15.6
1447,力鵬,TWSE,5.56,0.08,3710827,5.57,5.48
1449,佳和,TWSE,10.7,0.15,4635017,10.85,10.65
1451,年興,TWSE,18.2,-0.1,38507572,18.2,17.35
1452,宏益,TWSE,11.2,0.1,932846,11.25,11.1
1453,大將,TWSE,12.4,0.2,791895,12.75,12.35
1454,台富,TWSE,13,0.15,617315,13.4,13
1455,集盛,TWSE,8.76,0.14,6497334,8.79,8.62
1456,怡華,TWSE,13.65,0.4,1394370,13.8,13.3
1457,宜進,TWSE,15.65,0,2346001,15.75,15.65
1459,聯發,TWSE,11.75,-0.1,3332236,12.05,11.75
1460,宏遠,TWSE,6.76,-0.07,6193796,6.89,6.71
1463,強盛新,TWSE,17.95,-0.05,1572230,18.1,17.8
1464,得力,TWSE,10.85,0,3810864,11,10.85
1465,偉全,TWSE,12.4,0,1506491,12.4,12.25
1466,聚隆,TWSE,17.15,0.3,3670012,17.2,16.75
1467,南緯,TWSE,7.16,0.07,568808,7.17,7.13
1468,昶和,TWSE,12.4,0.05,540842,12.4,12.1
1470,大統新創,TWSE,23.3,0.3,47211,23.75,23.3
1471,首利,TWSE,12.15,0.3,7437335,12.35,11.75
1472,三洋實業,TWSE,91.9,0.8,6516569,92.4,90.8
1473,台南,TWSE,24.1,0.9,4298403,24.2,23.5
1474,弘裕,TWSE,10.1,0.05,2649364,10.1,9.99
1475,業旺,TWSE,28.35,0.05,426527,28.5,28
1476,儒鴻,TWSE,381.5,9.5,308719205,382.5,370
1477,聚陽,TWSE,288.5,1,481724939,291.5,283
1503,士電,TWSE,208.5,2.5,429842348,210.5,206.5
1504,東元,TWSE,71.6,1.6,401083480,72.2,71
1506,正道,TWSE,11.5,0.15,2050406,11.5,11.35
1512,瑞利,TWSE,7.76,0.7,2523823,7.76,7.4
1513,中興電,TWSE,156.5,5.5,661613959,158,153
1514,亞力,TWSE,115.5,3.5,291329012,116.5,114
1515,力山,TWSE,25.4,0.7,7279475,25.8,24.85
1516,川飛,TWSE,25.5,0.5,6061898,26.05,24.55
1517,利奇,TWSE,11.55,0,5465215,11.75,11.45
1519,華城,TWSE,932,20,2932262674,948,928
1521,大億,TWSE,25.1,0,303121,25.25,25.1
1522,堤維西,TWSE,41.35,0.7,15085210,41.45,40.7
1524,耿鼎,TWSE,29.4,0.15,17997803,29.6,29.3
1525,江申,TWSE,62.5,0.8,2234725,62.8,61.7
1526,日馳,TWSE,18.05,0.2,2805407,18.25,17.75
1527,鑽全,TWSE,32.7,0.25,7037672,32.7,32.15
1528,恩德,TWSE,22.35,0.9,68337970,22.6,21.8
1529,樂事綠能,TWSE,27.4,-0.15,215026176,27.5,26.15
1530,亞崴,TWSE,27.05,0.55,743040,27.2,27.05
1531,高林股,TWSE,11.65,0.15,687884,11.85,11.65
1532,勤美,TWSE,23.95,0.75,15447295,24,23.2
1533,車王電,TWSE,30.9,1.05,3134787,31,30
1535,中宇,TWSE,50.4,0.3,3602897,50.6,50.1
1536,和大,TWSE,53.3,0.5,72810465,53.8,52.9
1537,廣隆,TWSE,123,0,7421282,123.5,122.5
1538,正峰,TWSE,18,-1.15,236819,18.15,18
1539,巨庭,TWSE,17.2,1.05,3653884,17.75,16.25
1540,喬福,TWSE,22.85,0.7,4485942,22.95,22.15
1541,錩泰,TWSE,25.2,1.4,1128783,25.2,24.55
1558,伸興,TWSE,94.1,0.6,3527505,95,94
1560,中砂,TWSE,482.5,12.5,1553203216,489.5,463.5
1563,巧新,TWSE,42.1,0.8,15447070,42.35,41.55
1568,倉佑,TWSE,22.05,0.55,2501549,22.5,21.55
1582,信錦,TWSE,87.5,1.6,587723173,88.5,85.4
1583,程泰,TWSE,44.7,0.5,1278233,45.45,44.15
1587,吉茂,TWSE,37.7,-0.65,26682081,38.6,37.6
1589,永冠-KY,TWSE,6.6,-0.71,26199127,6.75,6.58
1590,亞德客-KY,TWSE,1035,65,1976590135,1040,976
1597,直得,TWSE,74.8,2.6,19077922,74.9,73
1598,岱宇,TWSE,19.75,0.8,7233372,20,19.4
1603,華電,TWSE,36.6,0.75,17981085,36.85,36
