id,name,market,close,change,turnover,high,low
0050,元大台灣50,TWSE,103.8,0.7,4488617614,104.25,102.95
0051,元大中型100,TWSE,141.8,0.8,3272432,142.3,141
0052,富邦科技,TWSE,60.45,0.3,456965177,60.7,59.95
0053,元大電子,TWSE,236.45,1.8,35469941,236.55,234.5
0055,元大MSCI金融,TWSE,43.12,-0.43,10974305,43.7,42.9
0056,元大高股息,TWSE,52.05,0.05,967712628,52.55,51.75
0057,富邦摩台,TWSE,309.75,1.95,19172958,309.75,306.4
0061,元大寶滬深,TWSE,24.39,-0.06,1484534,24.5,24.39
1101,台泥,TWSE,24.8,0.75,1093670659,25,24.1
1102,亞泥,TWSE,34.7,0.9,873877437,34.9,33.9
1103,嘉泥,TWSE,13.2,0.15,7427472,13.2,13.05
1104,環泥,TWSE,26.8,0.4,29305244,26.85,26.55
1108,幸福,TWSE,11.8,0.1,2746421,11.85,11.75
1109,信大,TWSE,13.5,-0.05,5043389,13.6,13.45
1110,東泥,TWSE,16,0.1,1630215,16.2,15.95
1201,味全,TWSE,12.45,0.15,4712715,12.45,12.35
1203,味王,TWSE,44.35,1.55,623200,44.35,43.6
1210,大成,TWSE,52.6,-0.2,78001894,53.3,52.6
1213,大飲,TWSE,7.25,-0.05,58400,7.31,7.25
1215,卜蜂,TWSE,110.5,1.5,52794316,111,109.5
1216,統一,TWSE,78.2,0.7,1438079419,78.2,77.2
1217,愛之味,TWSE,10,0.07,5225323,10.05,9.94
1218,泰山,TWSE,14.9,0.65,32573370,14.95,14.3
1219,福壽,TWSE,11.15,0.15,4184535,11.2,10.95
1220,台榮,TWSE,11,0.1,549233,11,10.9
1225,福懋油,TWSE,24.5,0.5,1025650,24.5,24
1227,佳格,TWSE,29.15,0.25,15616624,29.2,29
1229,聯華,TWSE,42.05,0.6,128485680,42.3,41.35
1231,聯華食,TWSE,82.4,-1.5,25365070,83.9,82.4
1232,大統益,TWSE,156.5,1.5,14379164,157,155
1233,天仁,TWSE,27.8,0.25,3380223,28,27.8
1234,黑松,TWSE,33.5,0.25,1501496,33.55,33.3
1235,興泰,TWSE,36.15,1.05,1368314,36.5,35.1
1236,宏亞,TWSE,25.55,0.2,1242088,25.75,25.2
1256,鮮活果汁-KY,TWSE,179.5,3.5,4928060,180,178
1301,台塑,TWSE,57.8,1,791741522,58.9,57.4
1303,南亞,TWSE,186,-1.5,13220159662,196,185
1304,台聚,TWSE,11.8,0,18392795,12.1,11.8
1305,華夏,TWSE,11.8,0.05,7969365,12,11.75
1307,三芳,TWSE,30.75,0.45,13343414,30.8,30.5
1308,亞聚,TWSE,13.5,0.15,13154663,13.6,13.4
1309,台達化,TWSE,12.75,0.05,9080021,12.95,12.7
1310,台苯,TWSE,8.1,0,18087745,8.2,8.06
1312,國喬,TWSE,11.75,0,62774884,12.2,11.75
1313,聯成,TWSE,11.55,0.15,16610255,11.7,11.5
1314,中石化,TWSE,7.82,0.02,113374539,7.97,7.79
1315,達新,TWSE,66,0.3,1113940,66,65.8
1316,上曜,TWSE,10.65,0.05,35009840,10.9,10.5
1319,東陽,TWSE,83,1.3,154396154,83,81.8
1321,大洋,TWSE,32.35,0.55,1770440,32.35,31.8
1323,永裕,TWSE,21.6,0.2,216680,21.6,21.3
1324,地球,TWSE,10.05,0.06,68252,10.05,10.05
