id,name,market,close,change,turnover
0050,元大台灣50,TWSE,94.6,0,7821971023
0051,元大中型100,TWSE,129.05,0.3,8101224
0052,富邦科技,TWSE,55.4,0,1619824155
0053,元大電子,TWSE,216.3,-1.8,4331639
0055,元大MSCI金融,TWSE,33.33,0.19,10279099
0056,元大高股息,TWSE,42.62,0.7,4170661535
0057,富邦摩台,TWSE,281.4,0.2,1858951
0061,元大寶滬深,TWSE,24.59,-0.03,6737266
1101,台泥,TWSE,24.1,-0.35,700153690
1102,亞泥,TWSE,34.95,0.05,191201924
1103,嘉泥,TWSE,13.3,0,2888111
1104,環泥,TWSE,28.25,0,8702406
1108,幸福,TWSE,14.6,0.05,2888767
1109,信大,TWSE,15.4,-0.05,2113897
1110,東泥,TWSE,15.05,0.05,3160153
1201,味全,TWSE,12.35,0.1,3661986
1203,味王,TWSE,42.7,-0.05,390899
1210,大成,TWSE,52.4,-0.2,98483105
1213,大飲,TWSE,9,0.21,27114
1215,卜蜂,TWSE,141,1,139663899
1216,統一,TWSE,69.1,-0.5,750776199
1217,愛之味,TWSE,9.73,-0.12,14042185
1218,泰山,TWSE,18.8,0.05,7206138
1219,福壽,TWSE,13.45,0,7781443
1220,台榮,TWSE,12.35,-0.05,1737535
1225,福懋油,TWSE,31.95,-0.1,23414931
1227,佳格,TWSE,28.8,-0.15,26350878
1229,聯華,TWSE,41.6,0.35,95769618
1231,聯華食,TWSE,87.3,0.3,18466797
1232,大統益,TWSE,148,0,11056367
1233,天仁,TWSE,28.9,0.3,724175
1234,黑松,TWSE,35.05,0,9172315
1235,興泰,TWSE,42.5,-0.8,169878
1236,宏亞,TWSE,26,0.2,631818
1256,鮮活果汁-KY,TWSE,165,-1.5,7251120
1301,台塑,TWSE,51.3,0.5,882223735
1303,南亞,TWSE,94,5.6,11851731579
1304,台聚,TWSE,13.8,0.25,94101840
1305,華夏,TWSE,14,0.3,53967919
1307,三芳,TWSE,31.35,-0.2,46299737
1308,亞聚,TWSE,14.25,0.2,41338836
1309,台達化,TWSE,19.5,0.3,203905250
1310,台苯,TWSE,9.03,0.03,35668177
1312,國喬,TWSE,12.05,0.35,51974879
1313,聯成,TWSE,10.95,0.15,30045019
1314,中石化,TWSE,7.34,0.11,84729302
1315,達新,TWSE,62.2,0,986468
1316,上曜,TWSE,11.25,0.25,69808325
1319,東陽,TWSE,76.4,1.4,332793520
1321,大洋,TWSE,29.85,-0.55,12561727
1323,永裕,TWSE,19.8,0,3391494
1324,地球,TWSE,10.4,-0.05,1053904
1325,恆大,TWSE,27.05,0.65,6894657
1326,台化,TWSE,51.8,1,1124095643
1337,再生-KY,TWSE,5,0.02,2052871
1338,廣華-KY,TWSE,16,0,1623076
1339,昭輝,TWSE,40.35,0.1,5987272
1340,勝悅-KY,TWSE,5.61,-0.11,1148768
1341,富林-KY,TWSE,60.8,0,733792
1342,八貫,TWSE,93.1,-0.8,22109484
1402,遠東新,TWSE,25.7,0.25,230247385
1409,新纖,TWSE,17.1,0.5,156047250
1410,南染,TWSE,28.9,1.6,944650
1413,宏洲,TWSE,9.55,0,222596
1414,東和,TWSE,16.4,0.15,878666
1416,廣豐,TWSE,11.35,0,1363573
1417,嘉裕,TWSE,8.89,-0.01,772865
1418,東華,TWSE,19.2,-0.15,974843
1419,新紡,TWSE,63.1,-1.7,6115311
1423,利華,TWSE,40.7,-0.1,2888699
1432,大魯閣,TWSE,16.85,0.15,2510062
1434,福懋,TWSE,15.95,-0.05,21295569
1436,華友聯,TWSE,49.9,0.25,5798197
1437,勤益控,TWSE,29.35,0,4134830
1438,三地開發,TWSE,20.95,-0.55,2016355
1440,南紡,TWSE,12.55,-0.05,19255319
1441,大東,TWSE,9.92,-0.05,1019827
1442,名軒,TWSE,26.45,0,7466822
1443,立益物流,TWSE,22.4,0.35,1598350
1444,力麗,TWSE,5.96,-0.04,9692199
1445,大宇,TWSE,12.55,0,468203
1446,宏和,TWSE,15.55,-0.1,1903086
1447,力鵬,TWSE,4.98,-0.01,2892483
1449,佳和,TWSE,13.3,0.2,13028410
1451,年興,TWSE,16.9,0.3,5144753
1452,宏益,TWSE,11.2,-0.1,615479
1453,大將,TWSE,11.6,-0.2,900096
1454,台富,TWSE,13.95,-0.3,448710
1455,集盛,TWSE,8.08,-0.01,3651103
1456,怡華,TWSE,13.15,-0.15,492767
1457,宜進,TWSE,14.45,0.1,2176718
1459,聯發,TWSE,11.95,0.2,3107811
1460,宏遠,TWSE,7.01,0.03,7267452
1463,強盛新,TWSE,18.4,0.2,557019
1464,得力,TWSE,9.91,-0.03,6035044
1465,偉全,TWSE,12.2,0.05,661409
1466,聚隆,TWSE,15.85,0.05,2365798
1467,南緯,TWSE,7.18,0.07,1318808
1468,昶和,TWSE,12.1,0.05,575382
1470,大統新創,TWSE,22.25,0,263863
1471,首利,TWSE,11.45,0.15,5327636
1472,三洋實業,TWSE,90,0.9,857474
1473,台南,TWSE,20.8,-0.1,1794200
1474,弘裕,TWSE,9.99,0.02,843296
1475,業旺,TWSE,27.45,-0.15,1378709
1476,儒鴻,TWSE,336.5,-2,216764069
1477,聚陽,TWSE,211,0,851145001
1503,士電,TWSE,198,-3.5,405429305
1504,東元,TWSE,68.5,-0.1,3839254400
1506,正道,TWSE,10.5,-0.15,3212301
1512,瑞利,TWSE,7.32,-0.13,445380
1513,中興電,TWSE,154,-1.5,835884232
1514,亞力,TWSE,120,-1,1570071984
1515,力山,TWSE,22,0.25,5967816
1516,川飛,TWSE,21.8,0,1947064
1517,利奇,TWSE,10.2,-0.05,1632259
1519,華城,TWSE,895,-22,3417404533
1521,大億,TWSE,24.8,0.25,547218
1522,堤維西,TWSE,31.7,0.7,33465916
1524,耿鼎,TWSE,28.2,0.2,16334919
1525,江申,TWSE,62.6,-0.2,256562
1526,日馳,TWSE,16.2,0.1,1318709
1527,鑽全,TWSE,32.75,0.25,12462899
1528,恩德,TWSE,29.2,0.85,507605839
1529,樂事綠能,TWSE,22.7,0,11507705
1530,亞崴,TWSE,26.1,0.05,995814
1531,高林股,TWSE,12.95,0.05,3728192
1532,勤美,TWSE,20.6,0.1,24581979
1533,車王電,TWSE,33,0.15,5102911
1535,中宇,TWSE,50.5,0,2370166
1536,和大,TWSE,56.5,1.5,285910607
1537,廣隆,TWSE,122,0,11384677
1538,正峰,TWSE,13.35,0,22180
1539,巨庭,TWSE,15.95,-0.1,1323053
1540,喬福,TWSE,21.6,0.65,4663368
1541,錩泰,TWSE,23.4,-0.55,1598066
1558,伸興,TWSE,91.2,-0.1,7165749
1560,中砂,TWSE,572,15,1169795752
1563,巧新,TWSE,41.25,-0.1,30564342
1568,倉佑,TWSE,29.55,-0.65,19038337
1582,信錦,TWSE,93.5,-0.5,225943937
1583,程泰,TWSE,47,0.25,327103
1587,吉茂,TWSE,32.8,0.5,10306615
1590,亞德客-KY,TWSE,1440,-30,1665670370
1597,直得,TWSE,173,15.5,328002929
1598,岱宇,TWSE,20.65,0.15,6177732
1603,華電,TWSE,31.95,-0.2,8616097
1604,聲寶,TWSE,22.8,0,6622958
1605,華新,TWSE,32.4,0.7,638405708
1608,華榮,TWSE,33.05,-0.55,178453982
1609,大亞,TWSE,33,-0.2,79091908
