id,name,market,close,change,turnover,high,low
0050,元大台灣50,TWSE,106,0.1,10557198519,106,104.5
0051,元大中型100,TWSE,144.3,0.9,10617832,144.65,143.1
0052,富邦科技,TWSE,62.15,0.3,1651542946,62.15,61.05
0053,元大電子,TWSE,242,0.2,8015059,242.25,240
0055,元大MSCI金融,TWSE,42.66,0.68,78967181,43.35,41.75
0056,元大高股息,TWSE,51.95,0.4,1533732225,51.95,50.85
0057,富邦摩台,TWSE,313.65,-0.4,5268190,313.65,312.2
0061,元大寶滬深,TWSE,25.28,0,6188753,25.39,25.27
1101,台泥,TWSE,24.55,0.05,644460655,24.8,24.45
1102,亞泥,TWSE,35.55,-0.05,541993441,35.9,35.35
1103,嘉泥,TWSE,13.8,0.1,6002106,13.8,13.6
1104,環泥,TWSE,29.1,0,14616746,29.3,29.05
1108,幸福,TWSE,13.9,0.05,3790938,13.95,13.8
1109,信大,TWSE,14.65,-0.05,1443966,14.7,14.55
1110,東泥,TWSE,15.75,0,6415169,15.8,15.55
1201,味全,TWSE,12.45,0.05,3611857,12.5,12.35
1203,味王,TWSE,43.15,0,1152708,44.3,43.15
1210,大成,TWSE,55.1,-0.5,139048744,55.7,54.9
1213,大飲,TWSE,8.5,0,17988,8.5,8.47
1215,卜蜂,TWSE,116.5,1,240191488,118.5,115.5
1216,統一,TWSE,76,0.4,829807903,76,74.7
1217,愛之味,TWSE,9.89,0.05,4795886,9.89,9.82
1218,泰山,TWSE,17.95,0.05,13239444,18,17.85
1219,福壽,TWSE,12.6,0.05,4131017,12.6,12.45
1220,台榮,TWSE,11.7,0,1634992,11.75,11.65
1225,福懋油,TWSE,33,1,58380493,33,31.4
1227,佳格,TWSE,28.85,0,28679410,28.85,28.55
1229,聯華,TWSE,41.95,0.05,61114612,42.2,41.45
1231,聯華食,TWSE,87,-0.4,23641931,87.8,86.7
1232,大統益,TWSE,143.5,-0.5,31005474,144,143
1233,天仁,TWSE,27.95,0.05,929096,28,27.9
1234,黑松,TWSE,35,0,3874823,35.1,34.85
1235,興泰,TWSE,37,-1.3,468375,38.65,37
1236,宏亞,TWSE,25.7,0.15,1382409,25.9,25.45
1256,鮮活果汁-KY,TWSE,178.5,0,7858404,180.5,175.5
1301,台塑,TWSE,47.95,1.2,886147966,48,46.35
1303,南亞,TWSE,126.5,11.5,11390323415,126.5,113.5
1304,台聚,TWSE,12.95,0.2,61086198,13.1,12.65
1305,華夏,TWSE,12.8,0.15,18487811,12.85,12.6
1307,三芳,TWSE,36.1,-1.3,59068112,37.3,36.1
1308,亞聚,TWSE,13.7,0.2,30576092,13.8,13.5
1309,台達化,TWSE,14.5,0.05,57987111,14.65,14.25
1310,台苯,TWSE,8.71,0.21,57256678,9.06,8.6
1312,國喬,TWSE,13.25,0.1,149289316,13.45,13
1313,聯成,TWSE,11.2,0.05,37389334,11.35,11.15
1314,中石化,TWSE,7.62,-0.06,166335319,7.83,7.6
1315,達新,TWSE,61.7,0.2,2552799,61.8,61.2
1316,上曜,TWSE,11.1,0.25,17923385,11.1,10.85
1319,東陽,TWSE,102.5,2.5,391117334,103,99.7
1321,大洋,TWSE,31.75,0.2,9590795,31.8,31.2
1323,永裕,TWSE,19.8,0.15,1201468,19.85,19.6
1324,地球,TWSE,10.5,-0.05,1630800,10.6,10.45
1325,恆大,TWSE,26.2,0.15,3597688,26.4,26
1326,台化,TWSE,53.7,1.6,1797825929,55.2,51.1
1337,再生-KY,TWSE,4.93,0,2029779,5.01,4.91
1338,廣華-KY,TWSE,17.2,0,1477855,17.3,17.1
1339,昭輝,TWSE,43.45,-1.25,23160391,44.7,43
1340,勝悅-KY,TWSE,5.78,0.03,763496,5.78,5.71
1341,富林-KY,TWSE,62.2,-0.1,243662,62.2,61.6
1342,八貫,TWSE,116.5,0,90922007,117.5,114.5
1402,遠東新,TWSE,28.8,0.25,895701929,29.15,28.25
1409,新纖,TWSE,27.95,1.05,503146692,28.3,27.1
1410,南染,TWSE,24.75,0.15,1962393,25.25,24.5
1413,宏洲,TWSE,9.4,-0.03,748600,9.43,9.36
1414,東和,TWSE,17.4,0.15,2601296,17.4,17.15
1416,廣豐,TWSE,11.15,0.05,2868018,11.2,11.1
1417,嘉裕,TWSE,8.54,0,1920553,8.59,8.5
1418,東華,TWSE,18.5,-0.15,228864,19,18.45
1419,新紡,TWSE,66.8,-0.7,8314226,67.2,66.2
1423,利華,TWSE,44.9,0.1,79598765,45.5,44.55
1432,大魯閣,TWSE,17.4,0.15,7766615,17.4,17.2
1434,福懋,TWSE,16.85,0.05,32181048,16.9,16.65
1436,華友聯,TWSE,46.75,0.85,23928176,46.8,45.5
1437,勤益控,TWSE,29.55,0,1911290,29.6,29.5
1438,三地開發,TWSE,22.55,-0.15,2887487,22.7,22.2
1439,雋揚,TWSE,25,-0.2,376976,25.7,24.7
1440,南紡,TWSE,13.5,0.25,43611349,13.5,13.15
1441,大東,TWSE,9.13,0.01,190824,9.13,9.12
1442,名軒,TWSE,27.9,0.4,7362811,27.9,27.3
1443,立益物流,TWSE,27.7,-0.2,367481,27.7,27.15
1444,力麗,TWSE,7.07,0.03,5855745,7.17,7.04
1445,大宇,TWSE,11.05,0.05,534825,11.15,11
1446,宏和,TWSE,16.75,0.05,6011682,16.85,16.5
1447,力鵬,TWSE,6.1,-0.01,6502476,6.2,6.08
1449,佳和,TWSE,14.15,0.3,16008899,14.2,13.75
1451,年興,TWSE,16.8,-0.05,2293708,16.85,16.7
1452,宏益,TWSE,11.15,0.25,1553836,11.2,10.85
1453,大將,TWSE,11.9,0.15,1405849,12,11.8
1454,台富,TWSE,12.8,0.15,516548,12.85,12.7
1455,集盛,TWSE,9.82,-0.14,17377340,10,9.76
1456,怡華,TWSE,15.15,0.6,4334577,15.5,14.35
1457,宜進,TWSE,14.4,-0.05,2572937,14.5,14.35
1459,聯發,TWSE,11.85,0.1,742273,11.85,11.75
1460,宏遠,TWSE,7.26,-0.03,3904564,7.28,7.13
1463,強盛新,TWSE,17.6,-0.1,939165,17.7,17.5
1464,得力,TWSE,10.3,-0.05,4445411,10.35,10.25
1465,偉全,TWSE,12.45,0.1,2064300,12.5,12.3
1466,聚隆,TWSE,14,0,7530902,14.4,13.85
1467,南緯,TWSE,7.3,-0.03,904815,7.34,7.3
1468,昶和,TWSE,12,0.05,557863,12,11.75
1470,大統新創,TWSE,22.85,-0.05,90369,22.85,22.3
1471,首利,TWSE,11.6,0.9,31093357,11.75,10.55
1472,三洋實業,TWSE,91,0.1,459832042,91.5,89.8
1473,台南,TWSE,20.55,0.15,808569,20.55,20.4
1474,弘裕,TWSE,10.2,0.15,985188,10.3,10.05
1475,業旺,TWSE,27.3,0.35,918931,27.35,26.25
1476,儒鴻,TWSE,323.5,0,1128883916,334,321
1477,聚陽,TWSE,217,-2.5,382902624,220,216
1503,士電,TWSE,236.5,12,2796206569,240,229
1504,東元,TWSE,68.7,0,2031456600,69.3,67
