id,name,market,close,change,turnover,high,low
0050,元大台灣50,TWSE,105.9,0.65,7474877454,106.05,104.85
0051,元大中型100,TWSE,143.4,0.9,15158061,144.55,142.5
0052,富邦科技,TWSE,61.85,0.25,1502080052,61.95,61.25
0053,元大電子,TWSE,241.8,0.9,9527655,242.7,240.5
0055,元大MSCI金融,TWSE,41.98,0.98,65888021,42.09,41.04
0056,元大高股息,TWSE,51.55,0.05,1572258961,51.9,51.4
0057,富邦摩台,TWSE,314.05,2.45,3387001,314.05,310.6
0061,元大寶滬深,TWSE,25.28,0.07,6341546,25.39,25.21
1101,台泥,TWSE,24.5,-0.35,759332619,25.1,24.5
1102,亞泥,TWSE,35.6,0.15,678010598,35.95,35.25
1103,嘉泥,TWSE,13.7,0,3826335,13.8,13.65
1104,環泥,TWSE,29.1,0,17791548,29.25,29.1
1108,幸福,TWSE,13.85,-0.1,6575204,14,13.8
1109,信大,TWSE,14.7,-0.05,1748084,14.75,14.65
1110,東泥,TWSE,15.75,-0.05,2642540,15.95,15.75
1201,味全,TWSE,12.4,-0.1,2545251,12.45,12.35
1203,味王,TWSE,43.15,-0.5,2242463,44.3,42.6
1210,大成,TWSE,55.6,-0.2,198814053,55.9,54.8
1213,大飲,TWSE,8.5,0,72820,9.44,8.5
1215,卜蜂,TWSE,115.5,0,215915794,117,114.5
1216,統一,TWSE,75.6,-0.7,621542982,76.4,75.4
1217,愛之味,TWSE,9.84,0,4067231,9.88,9.82
1218,泰山,TWSE,17.9,-0.05,19080397,18,17.85
1219,福壽,TWSE,12.55,0.05,4129435,12.6,12.5
1220,台榮,TWSE,11.7,0,871429,11.8,11.6
1225,福懋油,TWSE,32,1.6,13552395,32,30.35
1227,佳格,TWSE,28.85,-0.1,26691836,28.95,28.7
1229,聯華,TWSE,41.9,0.15,77263548,42.05,41.7
1231,聯華食,TWSE,87.4,-0.2,20658920,88.4,86.9
1232,大統益,TWSE,144,-0.5,26539034,144.5,143.5
1233,天仁,TWSE,27.9,-0.1,847151,28.1,27.9
1234,黑松,TWSE,35,-0.15,3427541,35.15,35
1235,興泰,TWSE,38.3,-0.4,952649,39.75,38.25
1236,宏亞,TWSE,25.55,-0.05,1490027,25.8,25.5
1256,鮮活果汁-KY,TWSE,178.5,-0.5,10260366,181,177
1301,台塑,TWSE,46.75,-0.5,1242507353,48.65,46.65
1303,南亞,TWSE,115,-2,12747415470,123,114
1304,台聚,TWSE,12.75,0.05,50640710,12.95,12.6
1305,華夏,TWSE,12.65,0,31140907,12.9,12.6
1307,三芳,TWSE,37.4,0.35,85536878,38.3,37.15
1308,亞聚,TWSE,13.5,0.05,24134632,13.9,13.45
1309,台達化,TWSE,14.45,-0.3,60426135,15,14.4
1310,台苯,TWSE,8.5,0.05,27005144,8.71,8.44
1312,國喬,TWSE,13.15,0.45,182001447,13.55,12.75
1313,聯成,TWSE,11.15,0,37810315,11.35,11.1
1314,中石化,TWSE,7.68,-0.14,143994005,7.89,7.67
1315,達新,TWSE,61.5,0,672818,62.1,61.4
1316,上曜,TWSE,10.85,-0.1,28157618,11.15,10.85
1319,東陽,TWSE,100,-5,410299535,105,99.6
1321,大洋,TWSE,31.55,-0.05,5563323,31.75,31.3
1323,永裕,TWSE,19.65,-0.2,921111,19.95,19.6
1324,地球,TWSE,10.55,0,443527,10.65,10.45
1325,恆大,TWSE,26.05,-0.4,6142075,26.45,26.05
1326,台化,TWSE,52.1,0.5,2199579000,55,51.8
1337,再生-KY,TWSE,4.93,-0.1,3254960,5.03,4.9
1338,廣華-KY,TWSE,17.2,0.15,2330946,17.5,17.15
1339,昭輝,TWSE,44.7,-0.4,8651019,45.3,44
1340,勝悅-KY,TWSE,5.75,-0.02,715916,5.85,5.71
1341,富林-KY,TWSE,62.3,-0.7,1456561,63,62
1342,八貫,TWSE,116.5,1,105264039,117.5,114
1402,遠東新,TWSE,28.55,1,1137156481,28.75,27.5
1409,新纖,TWSE,26.9,1.45,405513791,26.9,25.75
1410,南染,TWSE,24.6,-0.2,1868251,25.4,24.6
1413,宏洲,TWSE,9.43,-0.15,250609,9.67,9.43
1414,東和,TWSE,17.25,0.05,3393787,17.3,17
1416,廣豐,TWSE,11.1,-0.25,4864090,11.4,11
1417,嘉裕,TWSE,8.54,-0.05,1337990,8.59,8.51
1418,東華,TWSE,18.65,0.05,800394,18.75,18.35
1419,新紡,TWSE,67.5,1.8,20653529,68,66.5
1423,利華,TWSE,44.8,-0.1,9106838,44.95,44
1432,大魯閣,TWSE,17.25,0,5485890,17.35,17.15
1434,福懋,TWSE,16.8,0.05,39119082,17.05,16.75
1436,華友聯,TWSE,45.9,0.05,22775024,47.1,45.6
1437,勤益控,TWSE,29.55,-0.15,2025169,29.7,29.55
1438,三地開發,TWSE,22.7,0.2,5564101,23.85,22.65
1439,雋揚,TWSE,25.2,0.1,353100,25.4,25.1
1440,南紡,TWSE,13.25,0.1,25558806,13.4,13.15
1441,大東,TWSE,9.12,-0.07,370625,9.31,9.1
1442,名軒,TWSE,27.5,-0.3,5777227,28.2,27.45
1443,立益物流,TWSE,27.9,0.35,658757,27.9,27.15
1444,力麗,TWSE,7.04,-0.16,10736227,7.24,7.03
1445,大宇,TWSE,11,-0.05,1094129,11.3,11
1446,宏和,TWSE,16.7,-0.2,5454126,17,16.6
1447,力鵬,TWSE,6.11,-0.07,6579641,6.2,6.07
1449,佳和,TWSE,13.85,-0.35,20972012,14.1,13.75
1451,年興,TWSE,16.85,-0.05,1987103,16.95,16.8
1452,宏益,TWSE,10.9,-0.05,1145539,11,10.75
1453,大將,TWSE,11.75,0.15,1486125,11.9,11.6
1454,台富,TWSE,12.65,-0.45,913859,13,12.65
1455,集盛,TWSE,9.96,-0.03,14938905,10,9.9
1456,怡華,TWSE,14.55,-0.05,1239121,14.6,14.3
1457,宜進,TWSE,14.45,-0.1,1852543,14.6,14.45
1459,聯發,TWSE,11.75,-0.1,957530,11.85,11.75
1460,宏遠,TWSE,7.29,0.16,7668016,7.3,7.05
1463,強盛新,TWSE,17.7,-0.05,779989,17.8,17.55
1464,得力,TWSE,10.35,-0.1,3706798,10.45,10.3
1465,偉全,TWSE,12.35,-0.05,1469027,12.5,12.35
1466,聚隆,TWSE,14,-0.7,4752584,14.7,14
1467,南緯,TWSE,7.33,-0.07,1070056,7.46,7.32
1468,昶和,TWSE,11.95,-0.1,500250,12,11.8
1470,大統新創,TWSE,22.9,0,184141,23,22.9
1471,首利,TWSE,10.7,-0.35,4846545,11.1,10.7
1472,三洋實業,TWSE,90.9,0.8,4255111,91,88.2
1473,台南,TWSE,20.4,0,1144554,20.65,20.3
1474,弘裕,TWSE,10.05,-0.15,562472,10.25,10.05
1475,業旺,TWSE,26.95,-0.25,910945,27.2,26.45
1476,儒鴻,TWSE,343.5,0,1257875556,349.5,335.5
1477,聚陽,TWSE,219.5,1.5,651825828,222,215
1503,士電,TWSE,224.5,-1,709463953,227.5,222
1504,東元,TWSE,71.8,-1.4,1143374141,74,71.8
1506,正道,TWSE,10.45,-0.05,3107201,10.5,10.25
1512,瑞利,TWSE,6.89,0.03,343783,6.9,6.8
1513,中興電,TWSE,168.5,-1.5,665588595,171.5,168
1514,亞力,TWSE,120,-1,316010170,123,118
1515,力山,TWSE,23.4,-0.2,9035822,23.8,23.4
1516,川飛,TWSE,20.55,-0.6,934076,21.1,20.4
1517,利奇,TWSE,10.5,-0.15,2906283,10.8,10.5
1519,華城,TWSE,781,-8,2149829330,802,776
1521,大億,TWSE,26.55,0.35,2495234,27,25.8
1522,堤維西,TWSE,31.25,0.05,21707406,31.6,31
1524,耿鼎,TWSE,29.55,-0.35,20377179,30.2,29.5
1525,江申,TWSE,65.5,0.2,527666,66.3,65.5
1526,日馳,TWSE,14.55,-0.1,1163505,14.65,14.45
1527,鑽全,TWSE,33.2,-0.15,4406317,33.5,33.15
1528,恩德,TWSE,25.5,0.1,129127022,26.65,25.45
1529,樂事綠能,TWSE,22.75,-0.45,10958545,23.3,22.65
1530,亞崴,TWSE,30.55,-0.1,2145992,30.95,30.35
1531,高林股,TWSE,12.95,0,2407054,12.95,12.75
1532,勤美,TWSE,23.7,-0.5,39314674,24.2,23.5
1533,車王電,TWSE,38.15,-0.55,12577145,39,37.65
1535,中宇,TWSE,50.1,-0.3,4208718,50.2,49.8
1536,和大,TWSE,48.9,-1.05,64442915,50.3,48.65
1537,廣隆,TWSE,126.5,-0.5,7525869,127,126.5
1538,正峰,TWSE,12,0.3,67393,12,12
1539,巨庭,TWSE,15.5,-0.35,7275945,16,15.3
1540,喬福,TWSE,21.85,-0.3,4756538,22.5,21.85
1541,錩泰,TWSE,21.1,0.25,379850,21.25,20.9
1558,伸興,TWSE,91,0.5,5792338,91.3,90.5
1560,中砂,TWSE,679,-24,1127777651,718,676
1563,巧新,TWSE,65.8,1.8,90834110,65.9,63.6
1568,倉佑,TWSE,43.25,0.65,14509705,43.6,41.75
1582,信錦,TWSE,89.1,0,194154816,90.6,88.3
1583,程泰,TWSE,50.6,-1,1093919,51.7,50.3
1587,吉茂,TWSE,27.8,-0.25,6544854,28.05,27.6
1590,亞德客-KY,TWSE,1295,-15,967226295,1310,1240
1597,直得,TWSE,150,-4.5,256443755,156.5,148.5
1598,岱宇,TWSE,20.8,-0.2,5091962,21.1,20.7
1603,華電,TWSE,31.75,-0.2,9224431,32,31.75
1604,聲寶,TWSE,23.2,-0.15,5342833,23.4,23.15
1605,華新,TWSE,39.15,-0.85,1926291444,40.4,39
1608,華榮,TWSE,34.55,-0.7,91562737,35.6,34.55
1609,大亞,TWSE,37.75,-0.55,164307134,38.95,37.6
1611,中電,TWSE,13.05,-0.25,12133812,13.35,13
1612,宏泰,TWSE,37.85,-0.25,29064318,38.5,37.75
1614,三洋電,TWSE,32,0.1,1189835,32.15,31.9
1615,大山,TWSE,44.75,-0.1,4846820,45.35,44.7
1616,億泰,TWSE,22.2,-0.4,10438259,22.8,22
1617,榮星,TWSE,16.35,-0.1,1123521,16.6,16.35
1618,合機,TWSE,42.05,-0.4,36592941,43.1,42.05
1623,大東電,TWSE,212.5,-2,21430827,216,212.5
1626,艾美特-KY,TWSE,10,-0.15,697589,10.25,9.98
1702,南僑,TWSE,31.55,0.05,7093707,31.65,31.35
1707,葡萄王,TWSE,103,0,29046893,103.5,102
1708,東鹼,TWSE,46,-1.4,324090011,47.85,45.85
1709,和益,TWSE,20.8,-0.35,29853762,21.5,20.7
1710,東聯,TWSE,13.5,-0.25,46204037,13.95,13.5
1711,永光,TWSE,43.15,-1.45,243281822,45.75,43.1
1712,興農,TWSE,39.75,-0.15,31509660,40.5,39.7
1713,國化,TWSE,50.2,-0.3,9344374,51.1,50.2
1714,和桐,TWSE,17.95,1.25,575471220,18.2,16.8
1717,長興,TWSE,70,-1.2,547380478,72.8,70
1718,中纖,TWSE,9.21,-0.07,49375036,9.35,9.21
1720,生達,TWSE,62.6,-0.2,7708700,63,62.6
1721,三晃,TWSE,22.85,-0.55,34524578,24.2,22.85
1722,台肥,TWSE,48.65,-0.2,118131166,49.25,48.4
1723,中碳,TWSE,88.4,-1.6,134631710,91.5,87.1
1725,元禎,TWSE,33.8,0.15,9107620,34.4,33.55
1726,永記,TWSE,78.9,0.4,1542877,79,78.4
1727,中華化,TWSE,85.4,-0.2,169177236,87,84.7
1730,花仙子,TWSE,53,-0.1,1726413,53.1,53
1731,美吾華,TWSE,21.7,-0.05,2911910,21.8,21.6
1732,毛寶,TWSE,26.25,-0.2,1631271,26.45,26.15
1733,五鼎,TWSE,29.25,-0.1,8162013,29.55,29.2
1734,杏輝,TWSE,31.65,0.2,7442018,31.65,31.3
1735,日勝化,TWSE,22.5,-0.6,5132780,23.3,22.45
1736,喬山,TWSE,117.5,0,73555357,118.5,116.5
1737,臺鹽,TWSE,31.7,-0.1,3823809,31.95,31.7
1752,南光,TWSE,33.15,-0.2,2500831,33.55,33.15
1760,寶齡富錦,TWSE,59.6,-0.4,9039543,60.1,59.6
1762,中化生,TWSE,34.7,-0.65,12998403,35.65,34.35
1773,勝一,TWSE,177.5,0,126175059,179.5,176.5
1776,展宇,TWSE,18.3,0.25,2269348,18.35,18.1
1783,和康生,TWSE,38.7,-0.3,2131537,38.85,38.55
1786,科妍,TWSE,54.3,-1.7,17605634,56.2,54.2
1789,神隆,TWSE,20.05,-0.05,9137449,20.3,20
1795,美時,TWSE,191,-4.5,384141623,196,191
1802,台玻,TWSE,68.2,0.8,6320081380,72,67.3
1805,寶徠,TWSE,10.25,0,1650804,10.25,10.05
1806,冠軍,TWSE,8.16,-0.03,1910751,8.26,8.14
1808,潤隆,TWSE,31.9,-0.7,65780469,32.9,31.85
1809,中釉,TWSE,49.5,-2,325504387,52.1,49.1
1810,和成,TWSE,19.85,-0.6,46123959,20.5,19.8
1817,凱撒衛,TWSE,40.35,0.4,5206383,41.2,40
1903,士紙,TWSE,47.85,-0.2,9360424,48.3,47.7
1904,正隆,TWSE,23.05,0.25,104891574,23.2,22.55
1905,華紙,TWSE,14.15,1.25,206242123,14.15,12.75
1906,寶隆,TWSE,11.35,0.05,4003697,11.65,11.2
1907,永豐餘,TWSE,26.95,0.7,93115271,27.45,26
1909,榮成,TWSE,10.05,0.18,94662322,10.3,9.82
2002,中鋼,TWSE,18.65,-0.35,1157941992,19.05,18.65
2006,東和鋼鐵,TWSE,68.7,-0.3,180228897,70,68.1
2007,燁興,TWSE,7.41,-0.1,2752930,7.53,7.41
2008,高興昌,TWSE,30.85,0.55,887484,30.85,30.35
2009,第一銅,TWSE,40.05,-1.4,74691618,41.7,40.05
2010,春源,TWSE,24.65,-0.1,46635865,24.95,24.6
2012,春雨,TWSE,14.3,0,1105376,14.4,14.3
2013,中鋼構,TWSE,43.15,0,5944925,43.25,43
2014,中鴻,TWSE,17.85,-0.3,93101929,18.4,17.8
2015,豐興,TWSE,62.9,-1.1,21055888,64.2,62.9
2017,官田鋼,TWSE,9.37,-0.25,4983633,9.73,9.36
2020,美亞,TWSE,21.4,0,5858170,21.45,21.35
2022,聚亨,TWSE,7.79,-0.06,4042026,7.93,7.75
2023,燁輝,TWSE,13.9,0,26955539,14.05,13.8
2024,志聯,TWSE,14.2,-0.4,359685,14.65,14
2025,千興,TWSE,14.35,-0.65,10509363,15,14.3
2027,大成鋼,TWSE,41.7,-1.95,1446104380,43.3,41.1
2028,威致,TWSE,16.8,0.05,1830474,16.95,16.6
2029,盛餘,TWSE,20.9,-0.2,5150476,21.3,20.9
2030,彰源,TWSE,18.55,-0.1,30648752,19,18.4
2031,新光鋼,TWSE,38.45,-0.55,50979909,39.05,38.3
2032,新鋼,TWSE,17.25,-0.65,17326734,18.15,17.25
2033,佳大,TWSE,15.65,-0.15,2830343,16,15.6
2034,允強,TWSE,20.7,-0.1,52445996,21.25,20.65
2038,海光,TWSE,13.9,0.05,4631905,14.15,13.75
2049,上銀,TWSE,324.5,-5,693217562,333,320.5
2059,川湖,TWSE,6650,-310,5708493620,7050,6605
