id,name,market,close,change,turnover,high,low
0050,元大台灣50,TWSE,57.4,0.4,3377484467,57.4,56.75
0051,元大中型100,TWSE,86.3,0.45,8687539,86.4,86.1
0052,富邦科技,TWSE,226.25,1.4,184870674,226.9,223.8
0053,元大電子,TWSE,125.55,1.15,1345124,125.55,123.95
0055,元大MSCI金融,TWSE,30.74,0.09,1536521,30.8,30.65
0056,元大高股息,TWSE,36.8,0.24,1347859480,36.83,36.58
0057,富邦摩台,TWSE,168.95,1.4,4092652,168.95,167.45
0061,元大寶滬深,TWSE,21.39,0.05,5507812,21.42,21.24
1101,台泥,TWSE,24.6,1.25,3472333042,24.7,23.1
1102,亞泥,TWSE,37.05,0.65,274960925,37.1,36.25
1103,嘉泥,TWSE,13.6,0.1,8291046,13.7,13.45
1104,環泥,TWSE,29.85,0.05,16329819,29.95,29.65
1108,幸福,TWSE,15.05,0,2511147,15.15,15
1109,信大,TWSE,15.8,0,2092279,15.85,15.7
1110,東泥,TWSE,17.1,0.05,928085,17.2,17
1201,味全,TWSE,15.5,0,2030747,15.55,15.45
1203,味王,TWSE,39.9,0.5,450843,39.9,39.4
1210,大成,TWSE,52.7,-0.2,85032565,53.1,52.5
1213,大飲,TWSE,12.15,-0.45,221012,12.6,12
1215,卜蜂,TWSE,133.5,1.5,69031876,134.5,132.5
1216,統一,TWSE,78.6,0.2,439189041,78.8,78.3
1217,愛之味,TWSE,10.65,0,6760785,10.7,10.6
1218,泰山,TWSE,19.1,0.1,9725491,19.15,19
1219,福壽,TWSE,13.4,-0.05,1239254,13.45,13.35
1220,台榮,TWSE,13,0.15,1718405,13,12.9
1225,福懋油,TWSE,31.9,0.45,12010041,31.9,31.3
1227,佳格,TWSE,30.2,-0.2,20346812,30.5,30.15
1229,聯華,TWSE,49.4,0.4,98678260,50,49.3
1231,聯華食,TWSE,130.5,-1,43419939,132.5,130
1232,大統益,TWSE,147,-0.5,10841398,147.5,147
1233,天仁,TWSE,30.7,-0.1,346321,30.8,30.7
1234,黑松,TWSE,38.4,-0.1,2370586,38.55,38.4
