id,name,market,close,change,turnover
0050,元大台灣50,TWSE,64.4,0,6125525659
0051,元大中型100,TWSE,90.65,-0.65,6045162
0052,富邦科技,TWSE,260,0,863194489
0053,元大電子,TWSE,141.35,-0.95,5508629
0055,元大MSCI金融,TWSE,30.54,-0.1,4526579
0056,元大高股息,TWSE,37.4,-0.07,2157444477
0057,富邦摩台,TWSE,187.65,-0.25,6668547
0061,元大寶滬深,TWSE,22.63,0.1,23751604
1101,台泥,TWSE,22.3,-0.25,592095240
1102,亞泥,TWSE,36.45,0.25,236874979
1103,嘉泥,TWSE,13,-0.05,3474548
1104,環泥,TWSE,31.3,-0.25,16142545
1108,幸福,TWSE,14.95,0,2091589
1109,信大,TWSE,15.6,-0.05,1556515
1110,東泥,TWSE,16.55,0.05,2130752
1201,味全,TWSE,15.1,-0.05,3639371
1203,味王,TWSE,39.3,-0.35,808458
1210,大成,TWSE,52,-0.2,147525107
1213,大飲,TWSE,10.85,-0.2,139191
1215,卜蜂,TWSE,137,-0.5,128553522
1216,統一,TWSE,79.6,0.8,497481780
1217,愛之味,TWSE,10.35,0,5024452
1218,泰山,TWSE,18.5,-0.05,18189076
1219,福壽,TWSE,13.65,-0.05,5587116
1220,台榮,TWSE,13,0,1199558
1225,福懋油,TWSE,30.1,-0.55,2516553
1227,佳格,TWSE,31.15,0,14601118
1229,聯華,TWSE,48.35,0,65998085
1231,聯華食,TWSE,111,-2,43109234
1232,大統益,TWSE,144,-2,17524458
1233,天仁,TWSE,30.7,-0.1,217020
1234,黑松,TWSE,37.35,-0.15,6572097
1235,興泰,TWSE,51,-2.5,2166418
1236,宏亞,TWSE,26.4,-0.1,989699
1256,鮮活果汁-KY,TWSE,145.5,-2.5,16684732
1301,台塑,TWSE,39.2,0.05,427444460
1303,南亞,TWSE,41.95,0,897703279
1304,台聚,TWSE,10.65,-0.25,25300327
1305,華夏,TWSE,11.1,-0.2,10220195
1307,三芳,TWSE,30.5,-0.7,36933513
1308,亞聚,TWSE,12.85,-0.1,23548076
1309,台達化,TWSE,11.15,-0.1,5538249
1310,台苯,TWSE,8.64,-0.11,5794974
1312,國喬,TWSE,10.5,-0.05,20168576
1313,聯成,TWSE,10.3,0.05,12779173
1314,中石化,TWSE,7.64,-0.04,122049627
1315,達新,TWSE,64.5,0,555982
1316,上曜,TWSE,15.7,-0.2,48555303
1319,東陽,TWSE,96.7,0,179765285
1321,大洋,TWSE,35.75,-0.15,3615582
1323,永裕,TWSE,19.7,0,177789
1324,地球,TWSE,11.1,-0.6,2561106
1325,恆大,TWSE,30.45,0,6648747
1326,台化,TWSE,30.2,-0.15,219859003
1337,再生-KY,TWSE,5.01,-0.03,3162633
1338,廣華-KY,TWSE,21.5,-0.05,799491
1339,昭輝,TWSE,44.4,-0.4,1635575
1340,勝悅-KY,TWSE,6.5,-0.17,1513194
1341,富林-KY,TWSE,58.3,-1.7,118532
1342,八貫,TWSE,81.1,-0.5,12637984
1402,遠東新,TWSE,26.95,-0.1,292559122
1409,新纖,TWSE,13.6,-0.3,93225691
1410,南染,TWSE,34.25,-0.2,206750
1413,宏洲,TWSE,10.35,0,267900
1414,東和,TWSE,17.75,0.1,3536545
1416,廣豐,TWSE,11.2,-0.05,1492616
1417,嘉裕,TWSE,8.04,0.02,588785
1418,東華,TWSE,20.1,-0.2,664070
1419,新紡,TWSE,59.5,1.6,204618704
1423,利華,TWSE,37.9,-0.1,1785819
1432,大魯閣,TWSE,17.35,-0.15,1530407
1434,福懋,TWSE,15.05,-0.2,21475466
1435,中福,TWSE,25.85,-0.25,77777
1436,華友聯,TWSE,62.5,0,8614846
1437,勤益控,TWSE,30.25,0.1,3593126
1438,三地開發,TWSE,37.45,0.65,809212
1439,雋揚,TWSE,27.95,-0.2,561770
1440,南紡,TWSE,12.7,0,6216834
1441,大東,TWSE,10.95,-0.05,256206
1442,名軒,TWSE,35.8,0.2,20904613
1443,立益物流,TWSE,26.65,-0.65,162654
1444,力麗,TWSE,6.54,-0.03,5407124
1445,大宇,TWSE,14.45,0.15,779211
1446,宏和,TWSE,18.25,-0.2,1745120
1447,力鵬,TWSE,5.59,-0.02,3328836
1449,佳和,TWSE,11.4,-0.1,6118267
1451,年興,TWSE,16.8,-0.15,6247021
1452,宏益,TWSE,11.55,-0.15,1584143
1453,大將,TWSE,13,-0.1,592551
1454,台富,TWSE,13.15,-0.1,192257
