id,name,market,close,change,turnover,high,low
0050,元大台灣50,TWSE,106.25,-0.65,6750982162,106.95,106.15
0051,元大中型100,TWSE,141,-2.45,17107298,143.05,141
0052,富邦科技,TWSE,61.6,-0.3,658972018,62.1,61.5
0053,元大電子,TWSE,237.35,-1.6,67343867,239.55,237.35
0055,元大MSCI金融,TWSE,49.76,-0.54,60198495,50.65,49.61
0056,元大高股息,TWSE,55,-0.4,1396603917,55.25,54.85
0057,富邦摩台,TWSE,317.5,-0.85,5095608,319.6,317.5
0061,元大寶滬深,TWSE,23.91,-0.04,1538109,23.99,23.77
1101,台泥,TWSE,23.8,-0.1,484020484,24.05,23.8
1102,亞泥,TWSE,35.2,0.2,179410163,35.2,34.8
1103,嘉泥,TWSE,13,-0.05,4764066,13.1,12.95
1104,環泥,TWSE,26.65,-0.2,11044594,26.85,26.6
1108,幸福,TWSE,11.05,-0.05,1361629,11.1,11
1109,信大,TWSE,13.45,0.05,699389,13.45,13.35
1110,東泥,TWSE,15.4,-0.15,8091819,15.65,15.4
1201,味全,TWSE,12.05,0.05,4286534,12.05,11.95
1203,味王,TWSE,42.65,-0.55,932142,42.75,42.1
1210,大成,TWSE,51.6,-0.2,69050175,52,51.5
1213,大飲,TWSE,7.19,0,271884,7.49,7.19
1215,卜蜂,TWSE,105.5,-2,92007670,108,105.5
1216,統一,TWSE,74.5,-0.1,750759790,74.9,73.9
1217,愛之味,TWSE,9.97,0.01,3387652,9.98,9.93
1218,泰山,TWSE,14.25,-0.05,5811349,14.3,14.15
1219,福壽,TWSE,11.2,-0.05,2152457,11.35,11.15
1220,台榮,TWSE,10.75,0,474494,10.8,10.7
1225,福懋油,TWSE,24.65,-0.3,1103755,25.15,24.5
1227,佳格,TWSE,28.15,-0.15,13417576,28.35,28.1
1229,聯華,TWSE,40.35,0,57373683,40.4,40.1
1231,聯華食,TWSE,79.3,-0.7,30376737,79.8,79.2
1232,大統益,TWSE,154.5,1,12590313,155,153.5
1233,天仁,TWSE,27.85,-0.1,447205,28,27.85
1234,黑松,TWSE,33.1,-0.05,3330845,33.25,33.05
1235,興泰,TWSE,36.9,-0.2,403027,37.05,35.9
1236,宏亞,TWSE,25.55,-0.3,1588410,26.1,25.4
1256,鮮活果汁-KY,TWSE,171,-1,4752426,174,171
1301,台塑,TWSE,62,-0.9,1106799845,62.5,61.2
1303,南亞,TWSE,221.5,-12.5,12503434125,230.5,221
1304,台聚,TWSE,12.15,-0.1,20208828,12.2,12
1305,華夏,TWSE,11.7,-0.2,11822889,11.95,11.7
1307,三芳,TWSE,30.15,-0.15,8446988,30.3,30.15
1308,亞聚,TWSE,13.9,-0.25,15343433,14.1,13.85
1309,台達化,TWSE,13.65,-0.1,17079139,13.7,13.45
1310,台苯,TWSE,8.45,-0.2,12514851,8.68,8.45
1312,國喬,TWSE,14.35,-0.1,142802878,14.7,14.3
1313,聯成,TWSE,11.8,0.05,19717261,11.95,11.65
1314,中石化,TWSE,8.11,-0.11,98137175,8.24,8.08
1315,達新,TWSE,65.8,-0.5,1052697,65.8,65.4
1316,上曜,TWSE,10.4,-0.3,18368195,10.7,10.4
1319,東陽,TWSE,79,0.7,74893646,79.3,78.1
1321,大洋,TWSE,32.15,-0.15,1156039,32.3,31.9
1323,永裕,TWSE,21.35,-0.35,1592069,21.9,21.35
1324,地球,TWSE,10,-0.05,538346,10.1,9.99
1325,恆大,TWSE,25.35,-0.15,3101991,25.6,25.2
1326,台化,TWSE,65.8,-1.8,1558736967,66.8,64.9
1337,再生-KY,TWSE,4.39,-0.09,1188102,4.48,4.39
1338,廣華-KY,TWSE,14.3,-0.3,1369675,14.55,14.2
1339,昭輝,TWSE,42.7,0.25,1559386,42.7,42.15
1340,勝悅-KY,TWSE,5.07,-0.09,567794,5.18,5.06
1341,富林-KY,TWSE,59.4,0,206651,59.4,58.2
1342,八貫,TWSE,100.5,0.7,7551069,101.5,99.8
1402,遠東新,TWSE,27.8,-0.3,251891399,28.05,27.7
1409,新纖,TWSE,23.9,-0.45,233941560,24.25,23.8
1410,南染,TWSE,23.9,-0.3,5012366,24.55,23.8
1413,宏洲,TWSE,9.22,0.02,18420,9.22,9.2
1414,東和,TWSE,17.2,-0.4,1776375,17.65,17.2
1416,廣豐,TWSE,11.25,0,3478185,11.35,11.15
1417,嘉裕,TWSE,7.98,-0.1,2524601,8.14,7.96
1418,東華,TWSE,17.55,0.15,91301,17.55,17.3
1419,新紡,TWSE,65.9,-0.6,8414864,66.5,64.9
1423,利華,TWSE,35.25,0.45,69787,35.25,34.5
1432,大魯閣,TWSE,14.95,0,1548219,15.05,14.95
1434,福懋,TWSE,17.5,-0.15,21163862,17.65,17.45
1435,中福,TWSE,21.75,-0.6,115428,22.35,21.75
1436,華友聯,TWSE,36.1,-0.35,2250626,36.45,36
1437,勤益控,TWSE,32.25,0.2,4023811,32.25,31.85
1438,三地開發,TWSE,21.2,-0.15,414500,21.2,21.1
1439,雋揚,TWSE,27.7,-1.2,1603432,28.15,27.55
1440,南紡,TWSE,13.05,-0.2,22385290,13.35,13.05
1441,大東,TWSE,8.61,-0.14,189701,8.74,8.58
1442,名軒,TWSE,29.9,0.05,3574893,30,29.8
1443,立益物流,TWSE,23,-0.3,160729,23.1,22.55
1444,力麗,TWSE,6.66,-0.07,5919152,6.74,6.66
1445,大宇,TWSE,10.15,-0.05,608347,10.3,10.1
1446,宏和,TWSE,13.3,-0.05,1051498,13.4,13.25
1447,力鵬,TWSE,6.31,-0.12,4666289,6.43,6.3
1449,佳和,TWSE,12.1,-0.2,2498403,12.3,12.1
1451,年興,TWSE,16.9,-0.15,1653837,17.15,16.9
1452,宏益,TWSE,11,-0.1,157131,11.2,11
1453,大將,TWSE,10.8,-0.1,511509,11,10.8
1454,台富,TWSE,12.55,0.1,541500,12.85,12.45
1455,集盛,TWSE,9.6,-0.1,4534551,9.72,9.59
1456,怡華,TWSE,13.9,-0.4,3439061,14.6,13.9
1457,宜進,TWSE,14.35,-0.1,544469,14.45,14.3
1459,聯發,TWSE,15.35,0.1,2669867,15.5,15.35
1460,宏遠,TWSE,6.28,-0.14,2444725,6.42,6.26
1463,強盛新,TWSE,17.6,0.55,4889056,17.6,17.15
1464,得力,TWSE,9.96,0.01,4900759,10,9.9
1465,偉全,TWSE,11.95,0.05,359079,11.95,11.8
1466,聚隆,TWSE,14.7,-0.15,2511230,14.95,14.6
1467,南緯,TWSE,7.9,-0.05,490643,7.94,7.9
